from_stop,AE,AH,AJ,AK,AT,AZ,BK,BO,BX,CF,CG,CM,CO,CW,CY,DC,DD,DM,DP,DS,DV,DX,DZ,EG,EJ,EK,ER,EW,EX,EY,FB,FK,FS,FZ,GA,GC,GF,GK,GL,HC,HL,HT,HU,HZ,IC,IF,IN,JA,JE,JO,JV,JX,KJ,KK,KL,KR,KU,LA,LD,LG,LL,LM,LN,LX,MD,MI,MR,MS,MU,MY,NF,NH,NN,NP,NQ,NR,NX,OI,OQ,OS,OU,OX,PP,PS,QE,QM,QQ,QS,RB,RG,RN,RQ,RV,SQ,TM,TT,TZ,UG,UH,UJ,UM,UV,VJ,VK,VU,WB,WD,WG,WR,WT,WY,XC,XJ,YO,ZB,ZC,ZH,ZV
PS,123.2,140.5,158.8,123.6,75.7,110.5,362.6,126.0,374.4,405.8,415.1,337.7,360.4,86.0,397.0,400.3,437.2,66.8,172.1,94.2,277.9,373.7,56.8,312.5,581.1,220.3,61.4,270.5,496.0,227.6,124.3,174.5,217.8,174.6,128.6,297.8,365.3,112.0,210.3,408.2,104.2,327.1,54.5,558.2,151.8,287.1,409.1,254.4,387.3,127.9,21.7,123.7,489.2,194.8,479.8,480.5,539.7,161.3,376.2,116.5,384.0,163.3,431.3,379.3,113.3,284.6,338.5,317.4,204.1,230.7,382.1,46.1,173.2,82.6,391.8,2169.2,199.8,209.4,92.1,99.1,140.9,106.1,380.9,0.0,173.7,233.2,191.9,356.2,249.3,370.1,54.1,147.0,61.9,457.8,157.2,30.4,187.0,564.5,216.3,283.6,131.9,491.3,139.6,591.8,502.3,393.7,401.5,192.9,345.6,213.5,246.4,154.3,87.8,347.5,522.4,618.2,119.7,526.7
QE,127.5,39.6,215.4,198.2,210.8,111.3,219.9,182.6,304.1,334.8,265.6,190.7,217.7,160.6,268.6,253.3,290.2,191.3,106.7,89.9,97.6,231.0,191.9,167.3,438.4,73.3,196.5,127.8,353.3,292.6,144.0,116.7,227.2,96.2,112.9,155.1,205.5,102.0,63.3,261.2,99.9,246.7,207.6,415.5,95.2,141.9,266.4,111.7,244.6,52.2,174.8,224.2,346.5,204.2,337.1,337.8,392.7,86.2,188.9,110.3,241.3,129.0,288.6,232.3,108.5,141.9,151.2,174.7,260.7,55.9,274.5,181.2,115.4,169.5,263.4,2193.9,25.0,218.8,78.0,92.9,197.5,128.4,238.2,188.8,0.0,58.4,201.3,248.6,102.3,228.7,188.7,140.0,186.4,315.1,213.8,183.5,40.0,421.8,69.3,114.3,124.9,348.6,81.8,455.9,355.3,240.1,258.8,127.5,158.3,38.7,71.6,96.5,81.7,160.2,378.4,475.5,176.3,379.7
QM,242.2,112.0,292.4,272.7,284.7,178.8,231.4,257.1,288.3,319.1,249.8,174.9,248.0,237.4,247.6,237.5,270.7,276.5,198.6,163.8,68.5,253.8,266.4,122.7,454.4,57.5,271.0,155.1,376.1,373.3,225.3,214.7,312.1,170.7,196.3,184.1,176.4,194.5,47.5,242.3,173.2,230.9,287.2,431.5,166.7,125.5,277.9,141.0,256.1,126.7,249.3,272.8,362.4,284.9,348.6,362.6,376.9,176.2,159.8,184.8,264.1,210.3,311.4,214.8,181.6,170.0,121.5,194.7,335.2,62.5,258.7,255.7,207.3,261.4,234.3,2196.5,107.5,300.1,152.5,167.4,272.0,204.1,249.7,281.3,116.6,0.0,282.6,232.8,86.5,199.6,263.2,214.5,270.9,337.9,294.2,258.0,76.5,444.0,38.3,85.2,199.4,396.7,173.7,440.1,336.4,211.0,270.3,220.0,130.3,131.0,46.8,189.0,156.1,131.1,362.6,498.3,250.8,363.3
QQ,256.9,203.5,143.8,123.9,183.9,148.4,289.7,111.0,436.0,466.7,413.8,295.2,287.5,231.7,324.1,401.5,383.8,179.0,305.8,179.1,252.4,300.8,183.0,228.9,508.2,283.3,169.6,197.6,423.1,111.7,240.0,308.2,78.3,237.6,130.0,224.9,292.4,245.7,273.3,354.8,189.1,376.9,200.2,485.3,189.5,252.6,336.2,181.5,314.4,190.9,235.9,106.0,416.3,64.5,406.9,407.6,529.1,180.5,317.3,180.1,311.1,83.1,358.4,380.5,145.6,211.7,295.4,244.5,114.0,210.7,404.7,158.3,306.9,194.8,318.9,2197.2,182.9,37.9,167.2,160.2,83.1,217.6,308.0,214.1,208.9,243.0,0.0,378.8,260.3,297.2,143.4,229.2,174.1,384.9,135.7,244.6,250.0,491.6,279.3,228.0,214.1,418.4,273.3,537.7,448.9,320.8,328.6,326.6,302.5,223.3,226.4,288.0,170.9,304.4,480.4,545.3,104.7,445.6
QS,275.6,232.4,408.2,391.0,403.6,297.1,122.5,375.4,72.8,103.5,64.1,107.7,138.3,353.4,120.0,101.0,123.5,339.4,317.5,282.7,187.5,151.6,384.7,197.5,310.7,161.7,389.3,230.5,296.3,483.6,292.1,243.7,418.2,289.0,315.2,152.9,136.7,250.1,171.7,118.8,292.7,19.3,391.5,287.8,285.0,173.7,169.0,207.8,147.2,245.0,358.7,391.1,225.9,395.2,239.7,254.3,240.4,294.5,92.5,303.1,161.9,320.0,209.2,88.6,299.9,244.6,131.2,132.4,453.5,231.4,25.8,374.0,188.9,317.6,114.8,2126.4,265.6,409.8,270.8,285.7,390.3,293.9,140.8,336.9,239.5,319.0,392.3,0.0,185.8,90.7,381.5,332.8,334.5,235.7,406.6,367.4,194.8,338.5,191.8,211.2,317.7,260.8,230.3,303.6,188.6,102.1,161.4,338.3,124.1,299.3,215.7,207.6,274.5,168.1,226.1,392.2,369.1,217.4
RB,237.7,109.6,285.4,268.2,280.8,174.3,198.4,252.6,244.8,275.5,206.3,131.4,189.5,230.6,206.5,194.0,230.9,271.9,194.7,159.9,28.5,202.8,261.9,90.3,410.9,38.9,266.5,104.1,325.1,357.2,220.8,204.7,291.8,166.2,204.5,126.9,143.4,190.0,48.9,201.9,169.9,187.4,277.6,388.0,162.2,82.6,244.9,81.4,223.1,122.2,244.8,268.3,318.9,268.8,315.6,309.6,333.4,171.7,126.8,180.3,213.1,193.6,260.4,173.0,177.1,118.2,89.1,146.5,330.7,72.4,215.2,251.2,203.4,257.5,201.3,2153.0,116.8,283.4,148.0,162.9,267.5,198.4,216.7,276.8,125.9,160.0,265.9,189.3,0.0,166.6,258.7,210.0,267.0,286.9,283.8,253.5,72.0,393.6,69.0,34.2,194.9,320.4,169.8,396.6,296.0,178.0,237.3,215.5,96.2,140.3,56.7,184.5,151.7,98.1,319.1,447.3,246.3,320.4
RG,335.9,246.6,392.9,342.3,409.8,258.2,31.7,360.1,138.7,169.4,116.5,89.6,47.5,340.2,26.8,104.2,86.5,379.4,327.2,288.9,142.1,60.8,390.9,106.7,257.4,175.9,395.5,139.7,183.1,392.8,349.8,304.0,327.4,303.2,240.1,62.1,63.5,310.4,185.9,57.5,298.9,79.6,372.8,234.5,277.4,130.4,78.2,117.0,56.4,259.2,373.8,324.4,182.4,304.4,148.9,163.5,243.6,268.4,47.1,289.9,71.1,229.2,118.4,83.2,255.4,153.8,85.8,41.6,395.1,186.0,107.4,358.7,249.2,395.2,21.6,2053.9,193.3,319.0,277.0,270.0,377.1,327.4,50.0,414.5,219.3,253.4,301.5,81.5,177.9,0.0,343.8,339.0,374.5,144.9,393.4,382.5,209.0,251.6,206.0,145.6,323.9,178.4,302.3,269.3,151.6,23.5,70.6,348.0,78.7,233.7,170.3,267.9,280.7,102.0,229.3,305.3,353.8,164.1
RN,91.9,168.3,101.2,110.6,62.4,138.3,327.1,68.4,343.1,374.5,383.8,299.8,324.9,96.3,403.7,393.7,408.3,35.5,140.8,107.0,272.6,338.2,43.5,281.2,583.2,238.5,48.1,235.0,460.5,184.8,93.0,143.2,140.8,209.9,156.4,262.3,321.8,80.7,228.5,379.3,98.1,295.8,64.8,577.4,179.6,255.8,373.6,218.9,351.8,155.7,92.4,92.7,453.7,117.8,444.3,445.0,540.8,189.1,376.2,144.3,348.5,120.5,395.8,372.7,141.1,249.1,326.2,281.9,146.5,230.9,350.8,14.8,141.9,51.3,398.5,2133.4,200.0,132.4,119.9,126.9,83.3,74.8,345.4,70.6,173.9,233.4,114.9,324.9,267.5,374.4,0.0,115.7,30.6,422.3,99.6,101.1,205.2,588.4,234.5,289.3,100.6,455.8,108.3,560.5,473.4,385.8,366.0,161.6,333.3,213.7,246.6,123.0,115.6,335.2,491.1,597.5,62.1,520.1
RQ,118.2,153.5,171.8,136.6,70.7,123.5,375.6,139.0,369.4,400.8,410.1,350.7,373.4,99.0,410.0,413.3,434.6,61.8,167.1,107.2,290.9,386.7,51.8,307.5,609.5,233.3,56.4,283.5,509.0,222.6,119.3,169.5,230.8,187.6,141.6,310.8,348.1,107.0,223.3,405.6,124.4,322.1,67.5,571.2,164.8,282.1,422.1,267.4,400.3,140.9,34.7,136.7,502.2,207.8,492.8,493.5,567.1,174.3,402.5,129.5,397.0,176.3,444.3,392.3,126.3,297.6,351.5,330.4,206.0,257.2,377.1,41.1,168.2,77.6,404.8,2164.2,226.3,222.4,105.1,112.1,153.9,101.1,393.9,96.9,200.2,259.7,204.9,351.2,262.3,400.7,49.1,0.0,56.9,470.8,170.2,43.4,200.0,577.5,229.3,296.6,126.9,504.3,134.6,586.8,499.7,412.1,414.5,187.9,358.6,240.0,272.9,149.3,100.8,360.5,517.4,631.2,132.7,539.7
RV,82.7,173.5,132.3,141.7,70.6,129.1,358.2,99.5,371.4,387.1,412.1,290.6,363.5,130.3,392.6,433.5,454.1,4.9,131.6,97.8,263.4,369.3,51.7,272.0,552.5,229.3,56.3,266.1,548.0,215.9,110.4,139.5,175.5,200.7,147.2,299.6,312.6,71.5,219.3,370.1,88.9,286.6,101.6,546.7,170.4,246.6,404.7,256.5,382.9,146.5,83.2,123.8,496.9,148.9,475.4,476.1,510.1,179.9,367.0,143.7,379.6,151.6,426.9,361.8,131.9,280.2,317.0,313.0,177.6,221.7,341.6,16.1,132.7,42.1,387.4,2113.8,190.8,163.5,110.7,117.7,114.4,64.9,376.5,61.4,164.7,224.2,146.0,315.7,258.3,365.2,31.0,106.5,0.0,453.4,136.6,91.9,196.0,557.7,224.4,280.1,91.4,486.9,99.1,529.8,460.4,376.6,397.1,152.4,324.1,204.5,237.4,113.8,106.4,326.0,464.3,566.8,93.2,478.6
SQ,476.4,369.8,502.6,452.0,519.5,367.9,159.4,469.8,259.6,192.6,221.1,249.0,113.3,449.9,173.8,191.6,179.4,489.1,436.9,398.6,282.1,95.6,500.6,216.4,123.2,326.6,505.2,249.4,38.1,502.5,459.5,446.9,437.1,426.4,349.8,171.8,210.1,432.2,336.6,204.5,408.6,226.6,482.5,100.3,387.1,240.1,146.5,226.7,184.1,382.4,483.5,434.1,49.3,414.1,75.2,60.6,144.1,378.1,194.1,399.6,81.8,338.9,25.6,216.4,365.1,263.5,239.8,151.3,504.8,320.2,207.4,468.4,363.6,504.9,168.6,1908.9,303.0,428.7,386.7,379.7,486.8,437.1,177.7,524.2,329.0,363.1,411.2,228.5,287.6,146.9,453.5,448.7,484.2,0.0,503.1,492.2,359.7,106.6,349.1,255.3,433.6,51.4,412.0,152.7,109.5,170.5,153.2,457.7,232.7,343.4,307.4,426.7,390.4,248.6,144.7,160.3,463.5,78.6
TM,232.4,237.3,132.3,237.3,169.9,206.2,458.3,183.9,483.6,515.1,508.3,433.4,463.6,196.7,500.8,496.0,527.0,192.9,281.3,184.0,373.6,469.4,169.0,421.7,676.8,316.0,155.6,366.2,585.8,85.1,233.5,289.2,206.1,270.3,224.3,399.7,461.0,221.2,306.0,503.9,198.7,436.3,173.9,653.9,247.5,396.3,504.8,356.6,483.0,223.6,232.9,230.2,584.9,233.3,569.6,576.2,635.4,257.0,471.9,206.3,479.7,259.0,527.0,473.9,209.0,381.1,434.2,410.3,159.9,320.5,491.3,183.8,282.4,185.9,487.5,2116.4,295.5,195.9,187.8,194.8,144.4,214.6,476.6,211.1,269.4,329.5,207.6,465.4,345.0,465.8,198.7,256.2,187.9,553.5,0.0,241.6,282.7,660.2,311.1,379.3,241.1,587.0,248.8,697.1,598.0,489.4,497.2,302.1,442.4,309.2,336.2,263.5,183.6,443.2,631.6,713.9,183.5,616.5
TT,141.5,110.0,128.3,93.1,168.4,80.0,332.1,95.5,392.7,424.1,382.1,307.2,329.9,55.5,366.5,369.8,406.7,137.2,190.4,63.7,247.4,343.2,167.5,283.8,550.6,189.8,154.1,240.0,465.5,211.9,124.6,192.8,187.3,144.1,98.1,267.3,334.8,130.3,179.8,377.7,73.7,345.4,24.0,527.7,121.3,258.4,378.6,223.9,356.8,97.4,148.6,93.2,458.7,164.3,449.3,450.0,509.2,130.8,345.7,86.0,353.5,132.8,400.8,348.8,82.8,254.1,308.0,286.9,173.6,200.2,391.0,116.5,191.5,153.0,361.3,2243.2,169.3,178.9,61.6,68.6,110.4,102.2,350.4,172.3,143.2,202.7,161.4,365.1,218.8,339.6,101.6,113.8,132.3,427.3,126.7,0.0,156.5,534.0,185.8,253.1,98.7,460.8,157.9,572.4,471.8,363.2,371.0,211.2,315.1,183.0,215.9,172.6,57.3,317.0,494.9,587.7,89.2,496.2
TZ,165.6,37.5,213.3,196.1,208.7,102.2,243.7,180.5,264.0,294.7,225.5,150.6,251.8,158.5,241.2,213.2,250.1,199.8,122.6,87.8,90.8,265.1,189.8,127.2,430.1,33.2,194.4,166.4,408.5,296.9,148.7,132.6,253.2,94.1,120.3,189.2,200.6,117.9,23.2,221.1,97.8,206.6,205.5,407.2,90.1,101.8,290.2,143.7,268.4,50.1,172.7,196.2,338.1,230.2,360.9,375.5,352.6,99.6,189.1,108.2,275.4,155.0,322.7,192.2,105.0,180.5,151.4,208.8,258.6,100.4,234.4,179.1,131.3,185.4,236.0,2172.2,70.7,244.8,75.9,90.8,195.4,126.3,262.0,204.7,44.6,104.1,227.3,208.5,62.2,211.9,186.6,137.9,194.9,349.2,211.7,181.4,0.0,450.7,29.2,96.5,122.8,373.0,97.7,415.8,315.2,223.3,282.6,143.4,158.5,84.4,84.7,112.4,79.6,160.4,338.3,504.4,174.2,339.6
UG,592.3,489.4,620.7,567.9,635.4,483.8,290.1,585.7,307.6,273.6,269.1,331.0,219.2,568.7,265.9,242.1,230.0,605.1,552.8,514.5,398.0,211.5,616.5,332.3,53.2,418.7,621.1,365.3,84.0,618.4,575.4,565.4,553.0,546.0,465.7,280.8,326.0,548.1,428.7,257.9,523.3,339.0,604.1,77.2,503.0,356.0,247.8,333.5,300.0,502.0,599.4,550.0,99.8,530.0,176.5,161.9,144.9,494.0,310.0,515.5,197.7,454.8,141.5,266.9,481.0,379.4,355.7,267.2,620.7,436.1,314.2,584.3,504.7,620.8,281.7,1887.9,418.9,544.6,502.6,495.6,602.7,553.0,293.6,640.1,444.9,479.6,527.1,340.0,403.5,262.8,569.4,564.6,600.1,115.8,624.9,608.1,451.8,0.0,448.8,371.2,549.5,73.4,527.9,153.5,160.0,269.0,254.5,573.6,347.5,459.3,423.3,523.8,506.3,364.5,165.7,53.6,579.4,126.3
UH,203.8,56.0,231.8,234.3,227.2,140.4,229.6,199.0,249.9,276.1,211.4,136.5,233.2,199.6,230.4,199.1,231.5,218.3,161.7,106.3,76.5,251.0,228.0,108.6,416.0,19.1,232.6,152.3,394.4,335.1,186.9,151.1,292.3,132.3,138.8,170.6,182.0,156.1,9.1,207.0,116.3,192.5,229.7,393.1,128.3,88.6,276.1,141.9,254.3,88.3,210.9,234.4,324.0,268.4,346.8,361.4,338.5,137.8,168.7,146.4,261.3,193.2,308.6,177.0,143.2,161.9,130.1,190.2,296.8,71.1,220.3,217.3,169.5,224.5,221.9,2158.1,108.9,283.0,114.1,129.0,233.6,144.8,247.9,242.9,82.8,122.6,265.5,194.4,48.1,197.8,224.8,176.1,233.1,335.1,230.2,219.6,38.1,432.1,0.0,82.4,161.0,354.4,136.8,401.7,301.1,209.2,268.5,181.6,139.9,139.0,56.3,150.6,98.1,140.0,324.2,490.3,212.4,321.0
UJ,270.0,141.9,323.0,272.4,313.1,188.3,157.4,290.2,258.2,288.9,238.6,137.0,155.2,262.9,184.7,226.3,216.5,309.5,227.0,192.2,26.7,168.5,294.2,68.5,390.1,71.2,298.8,69.8,290.8,322.9,253.1,237.0,257.5,198.5,170.2,92.6,121.6,222.3,81.2,187.5,202.2,199.1,302.9,367.2,194.5,68.1,203.9,47.1,182.1,154.5,277.1,254.5,284.0,234.5,274.6,275.3,365.7,176.2,105.0,212.6,178.8,159.3,226.1,205.3,185.5,83.9,67.3,112.2,325.2,70.6,226.9,288.8,235.7,289.8,179.5,2161.6,123.4,249.1,180.3,200.1,299.8,230.7,175.7,309.1,124.1,158.2,231.6,201.0,32.2,144.8,273.9,242.3,304.6,252.6,316.1,285.8,104.3,359.3,93.7,0.0,227.2,286.1,202.1,399.3,281.6,156.2,196.3,247.8,74.4,138.5,54.9,216.8,184.0,76.3,351.4,413.0,283.9,296.8
UM,133.3,168.6,186.9,151.7,85.8,138.6,390.7,154.1,384.5,415.9,425.2,365.8,388.5,114.1,425.1,428.4,449.7,76.9,182.2,122.3,306.0,401.8,66.9,322.6,624.6,248.4,71.5,298.6,524.1,237.7,134.4,184.6,245.9,202.7,156.7,325.9,363.2,122.1,238.4,420.7,139.5,337.2,82.6,586.3,179.9,297.2,437.2,282.5,415.4,156.0,49.8,151.8,517.3,222.9,507.9,508.6,582.2,189.4,417.6,144.6,412.1,191.4,459.4,407.4,141.4,312.7,366.6,345.5,221.1,272.3,392.2,56.2,183.3,92.7,419.9,2179.3,241.4,237.5,120.2,127.2,169.0,116.2,409.0,112.0,215.3,274.8,220.0,366.3,277.4,415.8,64.2,15.0,72.0,485.9,185.3,58.5,215.1,592.6,244.4,311.7,0.0,519.4,149.7,601.9,514.8,427.2,429.6,203.0,373.7,255.1,288.0,164.4,115.9,375.6,532.5,646.3,147.8,554.8
UV,522.2,413.8,550.6,497.8,565.3,413.7,216.6,515.6,236.6,202.8,198.1,257.5,149.1,498.6,200.9,168.6,156.5,534.9,482.7,444.4,327.9,141.4,546.4,262.2,110.4,345.2,551.0,295.2,52.2,548.3,505.3,500.2,482.9,472.5,395.6,217.6,255.9,478.0,355.2,184.4,453.2,265.5,534.0,89.3,432.9,285.9,174.3,272.5,226.5,428.5,529.3,479.9,26.3,459.9,103.0,88.4,133.1,423.9,239.9,445.4,127.6,384.7,71.4,193.4,410.9,309.3,285.6,197.1,550.6,366.0,243.2,514.2,439.9,550.7,211.0,1974.0,348.8,474.5,432.5,425.5,532.6,482.9,220.1,570.0,374.8,408.9,457.0,267.4,333.4,192.7,499.3,494.5,530.0,84.0,554.8,538.0,378.3,77.6,359.8,301.1,479.4,0.0,457.8,141.7,86.5,198.3,181.0,503.5,277.4,389.2,353.2,458.6,436.1,294.4,121.7,131.3,509.3,55.6
VJ,45.2,96.0,240.3,220.9,175.2,127.0,297.8,205.3,234.7,266.1,275.4,191.4,288.6,186.2,298.6,285.3,299.9,109.1,94.1,95.7,184.2,294.4,156.3,172.8,508.6,162.0,160.9,235.5,416.7,302.9,61.7,40.3,281.3,152.6,145.1,224.7,213.4,19.7,139.7,270.9,86.8,187.4,166.8,485.7,148.6,147.4,344.3,203.7,322.5,108.6,128.3,221.0,410.2,255.0,415.0,429.6,424.7,158.1,267.8,133.0,304.7,179.8,352.0,264.3,129.8,249.6,189.6,235.3,283.4,142.1,242.4,145.6,33.5,87.2,290.1,2112.0,111.2,269.6,108.6,115.6,220.2,62.8,316.1,106.5,85.1,144.6,252.1,216.5,186.1,266.0,133.7,104.4,104.1,378.5,242.4,137.0,116.4,519.6,144.8,207.9,89.3,445.1,0.0,491.7,365.0,277.4,336.7,114.9,196.7,124.9,157.8,14.6,104.3,198.6,382.7,528.7,199.0,411.7
VK,562.3,460.1,635.9,603.6,631.3,519.5,311.0,603.1,275.1,251.0,236.6,290.3,264.9,581.1,285.7,212.8,189.2,626.1,545.2,510.4,400.8,247.2,612.4,368.0,79.7,389.4,617.0,401.0,136.7,654.1,571.3,530.4,588.7,516.7,501.4,323.4,337.3,536.8,399.4,217.2,520.4,298.3,634.1,82.0,512.7,387.0,310.1,378.3,335.7,472.7,595.3,585.7,149.3,565.7,238.8,224.2,59.2,522.2,293.1,530.8,233.4,490.5,177.2,237.6,516.7,415.1,344.5,302.9,656.4,444.7,281.7,601.7,475.6,604.3,291.9,1910.3,454.6,580.3,498.5,513.4,618.0,548.9,329.3,623.6,480.6,514.7,562.8,300.2,413.5,298.5,605.1,560.5,621.2,151.5,634.3,604.0,422.5,84.9,419.5,406.9,545.4,144.1,517.0,0.0,119.3,279.2,316.8,566.0,337.4,495.0,429.0,494.3,502.2,377.5,136.2,94.0,596.8,140.6
VU,435.2,353.0,528.8,511.6,524.2,417.7,203.7,496.0,155.7,131.6,117.2,170.9,194.7,474.0,166.3,122.9,69.8,499.0,438.1,403.3,281.4,177.0,505.3,278.7,142.1,282.3,509.9,311.7,128.3,564.8,464.2,403.3,499.4,409.6,412.1,234.1,217.9,409.7,292.3,97.8,413.3,178.9,521.0,119.2,405.6,267.6,209.9,289.0,228.4,365.6,488.2,496.4,49.1,476.4,138.6,124.0,109.0,415.1,173.7,423.7,163.2,401.2,107.0,130.5,420.5,325.8,225.1,213.6,567.1,325.3,162.3,494.6,348.1,477.2,172.5,2028.3,365.3,491.0,391.4,406.3,510.9,441.8,222.0,496.5,360.1,412.9,473.5,180.8,304.9,171.9,502.1,453.4,494.1,119.3,527.2,496.9,315.4,161.7,312.4,305.1,438.3,84.0,389.9,117.6,0.0,159.8,216.6,458.9,218.0,393.2,309.6,367.2,395.1,258.1,92.3,215.4,489.7,50.6
WB,338.5,249.2,427.7,377.1,420.4,293.0,66.5,394.9,141.3,172.0,106.0,92.2,82.3,370.2,70.9,106.8,89.1,402.3,334.3,299.5,144.7,95.6,401.5,141.5,233.8,178.5,406.1,174.5,230.2,427.6,355.0,306.6,362.2,305.8,274.9,96.9,80.7,313.0,188.5,60.1,309.5,82.2,407.6,210.9,301.8,130.9,113.0,151.8,91.2,261.8,384.4,359.2,158.8,339.2,183.7,198.3,246.2,303.2,49.7,319.9,105.9,264.0,153.2,85.8,290.2,188.6,88.4,76.4,429.9,188.6,110.0,393.5,251.4,380.5,77.1,2088.7,228.1,353.8,287.6,304.8,407.1,338.0,84.8,399.8,242.1,276.2,336.3,84.1,168.2,34.7,378.6,349.6,397.4,179.7,423.4,393.1,211.6,271.4,208.6,168.4,334.5,193.7,293.2,271.9,154.2,0.0,105.4,355.1,81.3,256.5,172.9,270.5,291.3,125.3,231.9,325.1,388.6,140.5
WD,370.1,314.8,441.8,391.2,458.7,307.1,35.5,409.0,206.9,237.6,184.7,157.8,76.4,389.1,95.0,172.4,154.7,428.3,376.1,337.8,210.3,89.7,439.8,136.2,276.6,244.1,444.4,188.6,200.6,441.7,398.7,338.2,376.3,371.4,289.0,111.0,142.6,344.6,254.1,125.7,347.8,147.8,421.7,253.7,326.3,159.9,7.6,165.9,45.4,327.4,422.7,373.3,175.8,353.3,78.2,92.8,303.5,317.3,115.3,338.8,100.0,278.1,147.3,151.4,304.3,202.7,154.0,90.5,444.0,254.2,175.6,407.6,283.0,444.1,89.8,2071.4,242.2,367.9,325.9,318.9,426.0,376.3,39.0,463.4,268.2,302.3,350.4,149.7,226.8,68.1,392.7,387.9,423.4,162.4,442.3,431.4,277.2,255.6,274.2,194.5,372.8,177.9,351.2,314.5,167.3,91.7,0.0,396.9,146.9,282.6,238.5,302.1,329.6,181.1,222.4,309.3,402.7,159.3
WG,137.7,32.1,185.4,168.2,180.8,74.3,286.3,152.6,342.7,373.4,304.2,229.3,284.1,130.6,319.9,291.9,328.8,171.9,186.6,59.9,169.5,297.4,161.9,205.9,508.8,111.9,166.5,194.2,419.7,269.0,120.8,173.3,225.3,48.2,92.4,221.5,279.3,126.5,101.9,299.8,69.9,285.3,177.6,485.9,62.2,180.5,332.8,178.1,311.0,22.2,144.8,168.3,416.8,202.3,403.5,404.2,431.3,71.7,267.8,80.3,307.7,127.1,355.0,270.9,77.1,208.3,230.1,241.1,230.7,122.3,313.1,151.2,172.0,164.3,314.7,2225.0,91.4,216.9,48.0,62.9,167.5,98.4,304.6,183.6,65.3,124.8,199.4,287.2,140.9,290.6,158.7,110.0,167.0,381.5,183.8,153.5,78.6,488.2,107.9,175.2,94.9,415.0,138.4,494.5,393.9,302.0,325.2,0.0,237.2,105.1,138.0,153.1,51.7,239.1,417.0,541.9,146.3,418.3
WR,289.4,194.4,374.8,359.5,368.8,237.9,102.1,339.5,183.7,214.5,161.5,62.5,125.4,320.4,118.3,149.2,140.9,353.3,268.6,246.8,63.3,131.2,348.8,69.9,315.6,125.8,353.4,156.9,252.4,409.0,307.7,233.3,348.2,253.1,256.3,72.5,46.0,263.9,135.8,113.0,255.6,123.5,370.2,292.7,221.8,49.5,148.6,127.6,126.8,209.1,331.7,341.6,240.6,321.6,218.2,232.8,288.6,212.8,30.5,267.2,141.5,246.4,188.8,127.1,235.1,171.8,8.1,87.0,412.3,107.2,152.4,338.1,172.6,331.4,105.0,2124.3,151.6,336.2,234.9,249.7,354.4,286.5,120.4,350.7,160.7,195.4,318.7,126.5,86.8,70.3,345.6,296.9,348.3,215.3,376.6,340.4,158.9,320.9,131.2,87.0,281.8,248.8,243.7,324.8,207.1,81.7,141.0,289.4,0.0,175.1,91.5,191.7,238.5,43.9,274.3,375.7,333.2,221.2
WT,261.9,133.8,309.6,292.4,305.0,198.5,251.1,276.8,308.0,338.7,269.5,194.6,260.2,254.8,259.2,257.2,291.0,296.1,218.9,184.1,88.2,273.5,286.1,143.0,474.1,77.2,290.7,174.8,395.8,393.6,245.0,228.9,328.2,190.4,216.6,197.6,196.1,214.2,67.2,262.0,194.1,250.6,301.8,451.2,186.4,145.8,297.6,152.1,275.8,146.4,269.0,292.5,382.1,305.2,368.3,382.9,396.6,195.9,179.5,204.5,283.8,230.0,331.1,236.2,201.3,188.9,141.8,217.2,354.9,82.8,278.4,275.4,227.6,281.7,254.0,2216.2,127.2,319.8,172.2,187.1,291.7,222.6,269.4,301.0,136.3,19.6,302.3,252.5,106.2,219.3,282.9,234.2,291.2,357.6,308.0,277.7,96.2,464.3,57.1,104.9,219.1,417.0,194.0,459.8,356.1,230.7,290.0,239.7,148.9,0.0,67.1,208.7,175.9,150.8,382.3,518.0,270.5,383.6
WY,197.8,107.8,285.6,275.9,281.1,146.3,188.8,250.3,270.4,301.2,248.2,149.2,205.4,231.2,200.2,235.9,228.7,261.7,177.0,160.2,25.9,211.2,262.2,80.7,402.3,83.7,266.8,112.5,333.5,326.4,214.3,192.5,264.3,166.5,173.7,141.5,133.8,172.3,73.7,199.7,169.0,211.3,312.1,379.4,130.2,80.3,235.3,89.8,213.5,122.5,245.1,258.0,327.3,238.0,306.0,320.6,375.3,121.2,117.2,178.0,221.5,162.8,268.8,213.8,143.5,126.6,79.5,152.1,328.7,15.6,239.1,251.5,185.7,239.8,191.7,2204.3,60.0,252.6,148.3,158.1,265.2,198.7,207.1,259.1,69.1,103.8,235.1,213.2,62.4,157.0,277.4,210.3,256.7,295.3,281.5,253.8,102.7,402.0,64.5,42.6,195.2,328.8,152.1,411.5,293.8,168.4,227.7,197.8,86.6,83.5,0.0,166.8,152.0,88.5,361.0,455.7,244.0,309.0
