from_stop,AC,AI,AL,AR,AU,AW,BD,BI,BJ,BZ,CD,CH,CO,CV,DG,DI,DJ,DK,DL,DN,DP,DT,DZ,EF,EG,EH,EI,ET,EV,EW,EX,FB,FF,FG,FI,FJ,FO,FZ,GB,GT,GU,HG,HO,HU,HZ,IN,IO,IP,JF,JI,JJ,JK,JQ,JS,KG,KK,KL,KM,KU,KV,LM,LO,LS,LV,MH,MJ,MK,MP,MW,NC,NG,NP,NX,OE,OQ,OR,OX,PH,PJ,PN,PO,PR,QG,QK,QO,QZ,RU,RX,SJ,SQ,SW,TD,TI,UB,UH,UU,UX,VF,VG,VH,VT,VX,WA,WI,WW,XB,XD,XN,XW,XZ,YB,YH,YI,YJ,YN,YO,YT,YZ,ZE,ZO,ZU,ZY
PO,319.7,401.4,548.1,660.2,273.8,251.6,539.2,72.7,241.2,483.9,86.7,142.5,202.0,513.9,431.4,474.9,620.3,140.5,127.0,514.4,303.0,248.4,116.6,370.7,469.9,329.6,185.7,28.1,608.4,40.1,215.8,64.0,266.4,113.7,439.1,85.6,259.1,116.2,689.9,128.8,73.9,1950.8,742.2,468.7,594.7,431.3,93.7,695.8,61.8,392.7,145.1,290.4,219.4,386.9,323.8,29.0,126.3,62.1,134.3,164.0,125.0,46.6,317.9,96.9,112.8,335.9,111.4,604.0,88.4,145.5,656.1,349.2,36.5,357.3,150.6,426.4,147.3,674.8,649.6,451.1,0.0,204.7,590.1,89.5,618.2,217.0,169.6,163.7,321.7,18.8,119.0,571.6,244.3,413.0,316.2,156.6,331.3,317.3,53.9,173.0,557.6,124.3,102.7,108.6,343.1,233.6,370.3,279.5,74.0,640.4,137.9,274.5,598.2,167.5,568.6,129.6,275.4,245.1,154.6,520.3,143.3,441.4
PR,196.6,300.2,446.9,559.0,150.7,128.5,438.0,279.5,118.1,382.7,192.5,266.8,78.9,412.7,330.2,373.7,519.1,54.1,251.3,413.2,179.9,125.3,263.5,269.5,368.7,175.9,251.1,214.7,507.2,202.2,92.7,270.8,143.3,157.4,337.9,127.6,159.2,118.0,567.6,129.0,162.7,1784.8,641.0,367.5,493.5,301.6,118.0,594.6,175.4,291.5,163.1,167.3,126.1,264.5,136.0,205.2,253.8,151.3,176.7,70.7,101.6,195.5,194.8,99.4,154.1,212.8,106.6,502.8,147.4,105.5,590.2,226.8,243.3,234.9,178.0,296.7,91.5,573.6,548.4,321.4,242.2,0.0,488.9,262.8,517.0,93.9,79.3,288.0,220.5,187.7,199.1,470.4,121.2,311.8,193.1,93.5,230.1,129.5,227.2,167.9,456.4,189.5,132.2,136.0,155.3,110.5,247.9,196.2,160.6,517.5,113.9,151.4,497.0,81.5,466.8,115.0,152.3,122.0,112.5,419.1,51.3,311.7
QG,525.2,200.7,86.9,124.2,480.8,466.1,127.0,689.4,444.8,104.8,602.6,676.9,447.0,182.7,170.8,143.2,141.5,464.2,661.4,141.7,517.5,420.9,673.6,240.1,161.1,489.3,746.6,624.8,114.5,612.3,419.4,680.7,473.4,567.5,168.8,577.1,472.6,528.1,209.0,539.1,569.2,1955.7,185.8,149.4,100.8,245.5,567.5,106.0,585.5,210.2,573.2,504.9,456.3,288.4,412.9,654.7,663.9,600.8,586.8,480.8,511.7,605.6,480.7,509.5,564.2,541.4,516.7,146.5,557.5,515.6,100.9,316.2,653.2,309.2,588.1,251.0,501.6,153.5,108.1,225.2,652.3,471.7,0.0,672.9,164.6,469.1,489.4,726.9,288.1,637.2,609.2,17.0,447.9,186.0,521.7,503.6,277.5,406.4,637.3,556.0,76.4,599.6,542.3,546.1,401.0,437.2,299.8,326.4,570.7,57.3,524.0,454.9,8.0,491.6,88.3,525.1,489.9,440.9,522.6,177.3,461.4,234.9
QK,323.8,405.5,552.2,664.3,277.9,255.7,543.3,115.9,245.3,488.0,57.2,113.0,206.1,518.0,435.5,479.0,624.4,144.6,97.5,518.5,307.1,252.5,112.1,374.8,474.0,333.7,156.2,51.1,612.5,69.8,219.9,107.2,270.5,176.9,443.2,148.8,263.2,126.9,694.0,129.0,144.7,1940.1,746.3,472.8,598.8,406.9,163.9,699.9,129.3,396.8,115.6,294.5,223.5,391.0,327.9,107.7,102.4,125.3,104.8,168.1,154.7,76.3,322.0,101.0,83.3,340.0,115.5,608.1,155.9,200.1,660.2,353.3,79.7,361.4,61.0,402.0,151.4,678.9,653.7,426.7,78.6,208.8,594.2,0.0,622.3,221.1,173.9,134.2,325.8,82.0,29.5,575.7,248.4,417.1,320.3,188.1,335.4,321.4,20.4,236.2,561.7,94.8,141.1,171.8,347.2,237.7,374.4,283.6,137.2,644.5,201.1,278.6,602.3,176.1,572.7,185.3,279.5,249.2,217.8,524.4,147.4,417.0
QO,560.8,233.7,122.5,85.7,480.2,481.4,160.0,722.6,507.2,137.8,635.6,746.2,480.0,168.4,206.6,176.2,52.2,530.6,730.7,182.1,537.1,436.2,780.7,273.1,194.1,522.3,714.2,657.8,147.8,645.3,452.4,702.6,472.8,600.5,201.8,570.7,505.6,561.1,71.6,572.1,602.2,1837.3,91.1,182.4,162.8,265.1,561.1,74.8,618.5,243.2,606.2,550.3,489.3,303.7,445.9,648.3,771.0,592.2,619.8,513.8,544.7,638.6,493.0,542.5,597.2,553.7,549.7,11.8,590.5,548.6,41.3,374.2,686.4,324.5,621.1,261.2,534.6,56.5,34.8,244.8,685.3,504.7,118.7,705.9,0.0,468.5,522.4,767.4,321.1,630.8,642.2,100.2,502.4,219.0,534.0,536.6,310.1,439.4,667.5,589.0,109.4,632.6,575.3,579.1,434.0,470.2,315.1,359.4,603.7,80.7,557.0,496.4,130.8,524.6,139.3,558.1,565.8,440.3,555.6,178.1,494.4,254.5
QZ,102.6,212.7,359.4,471.5,56.7,34.5,350.5,299.3,72.5,295.2,212.3,286.6,56.7,325.2,242.7,286.2,431.6,73.9,271.1,325.7,85.9,31.3,283.3,182.0,281.2,232.1,270.9,234.5,419.7,222.0,47.1,290.6,49.3,177.2,250.4,147.4,185.6,137.8,501.2,148.8,178.9,1739.2,553.5,280.0,406.0,214.1,137.8,507.1,195.2,204.0,182.9,73.3,145.9,206.0,126.6,225.0,273.6,171.1,196.5,90.5,121.4,215.3,100.8,119.2,173.9,118.8,126.4,415.3,167.2,125.3,467.4,132.1,263.1,140.2,197.8,209.2,111.3,486.1,460.9,233.9,262.0,81.4,401.4,282.6,429.5,0.0,99.1,307.8,133.0,207.5,218.9,382.9,75.6,224.3,99.1,113.3,142.6,120.1,247.0,165.7,368.9,209.3,152.0,155.8,145.9,64.9,153.2,90.8,180.4,411.2,133.7,57.4,409.5,101.3,379.9,134.8,58.3,28.0,132.3,331.6,71.1,224.2
RU,200.8,282.5,434.5,541.3,154.9,132.7,420.3,198.2,122.3,365.0,225.2,272.6,83.1,392.5,309.6,356.0,501.4,155.0,261.0,395.5,184.1,129.5,242.1,251.8,351.0,210.7,325.2,167.6,489.5,179.6,96.9,178.2,147.5,78.0,320.2,131.1,157.4,109.6,571.0,120.6,161.7,1789.0,623.3,349.8,475.8,283.9,139.2,576.9,149.6,273.8,154.7,171.5,117.7,268.0,221.9,163.5,259.3,125.4,168.3,62.9,93.2,186.1,199.0,91.0,145.7,217.0,98.2,485.1,176.2,26.2,537.2,230.3,162.0,238.4,290.1,261.6,83.1,555.9,530.7,303.7,174.9,85.8,471.2,229.0,499.3,98.1,0.0,293.8,202.8,146.0,258.5,452.7,125.3,294.1,197.3,14.1,212.4,215.4,190.6,155.3,438.7,257.2,190.5,106.5,241.2,114.7,251.4,160.6,90.8,521.5,34.5,169.3,524.1,2.2,449.7,127.5,156.5,126.2,110.3,401.4,42.9,294.0
RX,393.4,475.1,621.8,733.9,347.5,325.3,612.9,99.1,314.9,557.6,106.2,21.2,275.7,587.6,505.1,548.6,694.0,214.2,36.6,588.1,376.7,322.1,74.9,444.4,543.6,403.3,169.8,114.0,682.1,132.7,289.5,110.7,340.1,239.8,512.8,211.7,332.8,196.5,671.7,152.0,204.3,1805.8,768.6,542.4,668.4,476.5,233.5,767.2,192.2,466.4,111.2,364.1,293.1,460.6,397.5,170.6,84.6,188.2,100.4,237.7,217.6,139.2,391.6,170.6,132.3,409.6,185.1,677.7,218.8,269.7,762.1,422.9,142.6,431.0,176.1,471.6,221.0,734.0,723.3,496.3,141.5,278.4,663.8,142.9,691.9,290.7,243.5,0.0,395.4,144.9,172.4,645.3,318.0,486.7,389.9,257.7,405.0,391.0,97.1,299.1,631.3,90.4,210.7,234.7,416.8,307.3,444.0,353.2,200.1,689.4,264.0,348.2,671.9,245.7,642.3,254.9,349.1,318.8,280.7,594.0,217.0,486.6
SJ,253.1,79.6,226.3,338.4,158.9,185.0,217.4,401.4,156.6,162.1,314.4,388.7,158.8,192.1,106.7,153.1,298.5,209.4,373.2,192.6,215.5,138.1,385.4,48.9,148.1,201.1,373.0,336.6,286.6,324.1,131.2,381.4,166.3,279.3,117.3,249.5,184.4,239.9,368.1,250.9,281.0,1823.3,420.4,146.9,272.9,81.0,239.9,374.0,297.3,70.9,285.0,223.8,168.1,72.9,124.7,324.3,368.2,264.7,298.6,192.6,223.5,317.4,228.6,221.3,276.0,269.3,228.5,282.2,269.3,227.4,334.3,100.7,365.2,93.7,299.9,58.7,213.4,353.0,327.8,100.8,364.1,183.5,268.3,384.7,296.4,150.4,201.2,438.7,0.0,309.6,321.0,249.8,159.6,91.2,249.6,215.4,9.5,118.2,346.3,267.8,235.8,319.7,254.1,257.9,144.0,149.0,84.3,38.2,282.5,278.1,235.8,221.6,321.2,203.4,246.8,236.9,208.8,178.5,234.4,198.5,173.2,91.1
SQ,313.1,394.8,541.5,653.6,267.2,245.0,532.6,52.1,234.6,477.3,80.1,126.5,195.4,507.3,424.8,468.3,613.7,133.9,114.9,507.8,296.4,241.8,96.0,364.1,463.3,323.0,179.1,21.5,601.8,33.5,209.2,43.4,259.8,94.8,432.5,66.7,252.5,101.6,683.3,122.2,59.3,1931.9,735.6,462.1,588.1,412.4,74.8,689.2,47.2,386.1,138.5,283.8,212.8,404.3,317.2,41.1,105.7,43.2,127.7,157.4,118.4,40.0,311.3,90.3,106.2,329.3,104.8,597.4,73.8,126.6,649.5,342.6,15.9,350.7,144.0,407.5,140.7,668.2,643.0,432.2,28.8,198.1,583.5,82.9,611.6,210.4,150.7,147.7,315.1,0.0,112.4,565.0,237.7,406.4,309.6,137.7,324.7,310.7,47.3,154.1,551.0,117.7,88.1,89.7,336.5,227.0,363.7,272.9,55.1,633.8,119.0,267.9,591.6,148.6,562.0,110.7,268.8,238.5,135.7,513.7,136.7,422.5
SW,294.3,376.0,522.7,634.8,248.4,226.2,513.8,135.5,215.8,458.5,75.8,132.6,176.6,485.2,403.1,449.5,594.9,128.3,117.1,489.0,277.6,226.9,131.7,345.3,444.5,304.2,175.8,70.7,583.0,89.4,190.4,115.5,241.0,196.5,413.7,144.0,233.7,97.4,664.5,107.4,138.5,1882.5,716.8,443.3,569.3,377.4,134.4,670.4,148.9,367.3,135.2,265.0,194.0,361.5,298.4,661.2,114.5,142.7,124.4,138.6,117.6,95.9,292.5,71.5,102.9,310.5,86.0,578.6,126.8,170.6,630.7,323.8,99.3,331.9,31.5,355.1,121.9,649.4,624.2,397.2,98.2,179.3,564.7,19.6,592.8,191.6,144.4,153.8,296.3,101.6,0.0,546.2,218.8,387.6,290.8,158.6,305.9,291.9,57.7,255.8,532.2,107.8,111.6,176.8,317.7,208.2,344.9,254.1,156.8,615.0,179.0,262.8,617.6,146.6,543.2,155.8,250.0,219.7,203.8,494.9,117.9,387.5
TD,508.2,183.7,69.9,142.7,463.8,449.1,110.0,672.4,427.8,87.8,585.6,659.9,430.0,165.7,153.8,126.2,160.0,447.2,644.4,124.7,500.5,403.9,656.6,223.1,144.1,472.3,644.2,607.8,97.8,595.3,402.4,663.7,456.4,550.5,151.8,560.1,455.6,511.1,227.5,522.1,552.2,1946.7,204.3,132.4,112.8,228.5,550.5,124.5,568.5,193.2,556.2,487.9,439.3,271.4,395.9,637.7,646.9,583.8,569.8,463.8,494.7,588.6,463.7,492.5,547.2,524.4,499.7,102.6,540.5,498.6,119.4,299.2,636.2,292.2,571.1,234.0,484.6,172.0,126.6,208.2,635.3,454.7,18.4,655.9,116.8,452.1,472.4,709.9,271.1,620.2,592.2,0.0,430.9,169.0,504.7,486.6,260.5,389.4,620.3,539.0,59.4,582.6,525.3,529.1,384.0,420.2,282.8,309.4,553.7,75.8,507.0,437.9,26.5,474.6,71.3,508.1,472.9,423.9,505.6,160.3,444.4,217.9
TI,171.0,249.3,396.0,508.1,139.7,117.5,387.1,340.7,4.7,331.8,336.6,300.2,111.3,359.3,276.4,322.8,468.2,161.9,315.7,362.3,55.8,114.3,354.0,218.6,317.8,239.6,306.0,310.1,456.3,276.6,47.2,320.7,132.3,231.8,287.0,255.6,222.9,192.4,537.8,203.4,304.2,1663.6,590.1,316.6,442.6,250.7,263.7,543.7,292.1,240.6,237.5,69.0,200.5,242.6,163.2,494.0,355.3,234.3,251.1,145.7,176.0,269.9,183.8,173.8,228.5,135.0,181.0,451.9,221.8,179.9,504.0,192.6,304.5,200.7,352.9,228.4,165.9,522.7,497.5,270.5,317.4,136.0,438.0,374.3,466.1,82.9,153.7,279.0,169.6,288.5,374.0,419.5,0.0,260.9,123.1,167.9,180.7,156.7,332.4,220.3,405.5,334.8,206.6,210.4,182.5,16.7,254.0,127.4,235.0,447.8,188.3,154.1,490.9,155.9,416.5,189.4,84.5,111.0,186.9,368.2,125.7,260.8
UB,354.2,13.6,134.0,246.1,260.0,286.1,125.1,502.5,257.7,69.8,415.5,489.8,259.9,99.8,17.3,60.8,206.2,277.1,474.3,100.3,316.6,244.3,486.5,53.0,55.8,302.2,474.1,437.7,194.3,425.2,232.3,493.8,267.4,380.4,25.0,350.6,285.5,341.0,275.8,352.0,385.7,1924.4,328.1,54.6,180.6,106.0,341.0,281.7,398.4,23.1,386.1,324.9,269.2,134.2,225.8,428.2,476.8,374.3,399.7,293.7,324.6,418.5,329.7,322.4,377.1,370.4,329.6,189.9,370.4,328.5,242.0,162.0,466.3,155.0,401.0,111.5,314.5,260.7,235.5,85.7,465.2,284.6,176.0,485.8,204.1,251.5,302.3,539.8,101.0,410.7,422.1,157.5,260.8,0.0,350.7,316.5,90.4,219.3,450.2,368.9,143.5,412.5,355.2,359.0,245.1,250.1,145.6,139.3,383.6,185.8,336.9,309.0,184.1,304.5,154.5,338.0,309.9,279.6,335.5,106.2,274.3,95.4
UH,22.9,366.5,473.5,548.6,132.6,89.7,504.3,406.8,121.9,449.0,333.3,366.3,177.7,462.1,396.5,440.0,491.0,194.9,381.8,421.1,79.4,138.9,420.1,335.8,435.0,353.1,422.0,376.2,476.8,343.0,164.4,398.1,125.2,298.2,404.2,321.7,306.6,258.8,509.4,269.8,370.3,1774.3,599.2,433.8,491.8,339.8,329.8,530.4,358.2,357.8,303.9,92.6,266.9,277.4,280.4,372.1,429.8,300.4,317.5,211.5,242.4,336.3,30.7,240.2,294.9,19.6,247.4,474.7,288.2,246.3,525.3,239.7,370.6,247.8,318.8,334.9,232.3,571.7,532.5,359.6,383.5,202.4,517.9,403.6,488.9,120.9,220.1,345.1,286.8,354.6,339.9,499.4,116.9,378.1,0.0,234.3,296.4,273.9,368.0,286.7,508.9,330.3,273.0,276.8,299.7,133.8,260.8,244.6,301.4,452.6,254.7,39.8,526.0,222.3,445.0,255.8,84.5,92.7,253.3,456.7,192.1,349.9
UU,213.8,295.5,442.2,554.3,167.9,145.7,433.3,184.0,135.3,378.0,212.0,258.4,96.1,408.0,325.5,369.0,514.4,58.7,246.8,408.5,197.1,142.5,227.9,264.8,364.0,223.7,311.0,153.4,502.5,165.4,109.9,175.3,160.5,63.8,333.2,116.9,170.4,189.8,584.0,133.6,147.5,1802.0,636.3,362.8,488.8,296.9,125.0,589.9,135.4,286.8,167.7,184.5,130.7,281.0,234.9,149.3,237.6,113.4,259.6,75.3,106.2,171.9,212.0,104.0,238.1,230.0,200.6,498.1,162.0,12.0,550.2,243.3,147.8,251.4,275.9,292.0,96.1,568.9,543.7,316.7,160.7,98.8,484.2,214.8,512.3,111.1,12.9,279.6,215.8,131.8,244.3,465.7,138.4,307.1,210.3,0.0,225.4,228.4,179.2,141.1,451.7,249.6,176.3,92.3,254.2,127.7,264.4,173.6,76.6,534.5,20.3,168.6,492.3,10.9,462.7,113.3,169.5,139.2,122.7,414.4,55.9,307.0
UX,248.1,69.0,221.0,327.3,210.0,194.6,206.3,411.0,166.2,151.5,325.5,398.3,168.4,178.2,96.1,142.5,287.4,219.0,382.8,182.0,225.1,189.7,395.0,38.3,137.5,225.0,382.6,346.2,276.0,333.7,140.8,392.4,217.9,288.9,106.7,259.1,194.0,249.5,357.0,260.5,290.6,1832.9,409.3,136.3,261.8,70.4,249.5,362.9,306.9,59.8,294.6,233.4,177.7,62.3,134.3,313.7,377.8,274.3,308.2,202.8,233.1,327.0,238.2,230.9,285.6,281.4,238.1,271.1,278.9,237.0,323.2,90.1,374.8,83.1,309.5,47.6,223.0,341.9,317.2,90.2,373.7,193.1,257.7,394.3,285.3,160.0,210.8,448.3,9.5,319.2,330.6,239.2,170.6,80.6,259.2,225.0,0.0,129.2,355.9,277.4,225.2,329.3,263.7,267.5,153.6,158.6,73.2,49.2,292.1,267.5,245.4,231.2,310.6,215.8,236.2,246.5,263.3,188.1,244.0,187.9,182.8,80.5
VF,283.6,179.9,329.2,438.7,177.3,206.8,317.7,411.5,175.0,262.4,324.5,398.8,177.2,289.9,207.0,253.4,398.8,219.5,383.3,292.9,258.2,161.6,395.5,149.2,248.4,134.0,383.1,346.7,386.9,334.2,149.6,391.5,184.7,289.4,217.6,259.6,117.3,250.0,446.0,261.0,291.1,1841.7,520.7,247.2,373.2,181.3,250.0,473.7,307.4,171.2,295.1,245.6,101.0,142.9,6.5,337.2,385.8,274.8,308.7,192.3,233.6,327.5,247.0,231.4,286.1,305.5,238.6,382.5,279.4,237.5,468.6,105.2,375.3,113.3,310.0,159.0,223.5,453.3,428.1,201.1,374.2,131.9,368.6,394.8,396.7,186.8,211.3,457.1,100.2,319.7,331.1,350.1,178.0,191.5,288.0,225.5,109.8,0.0,356.4,286.2,336.1,321.5,264.2,268.0,25.7,167.4,126.3,74.6,292.6,395.9,245.9,226.3,376.7,216.3,345.2,247.0,230.6,215.1,244.5,298.8,183.3,191.4
VG,296.6,392.9,544.9,651.7,265.3,243.1,530.7,77.7,232.7,475.4,34.5,91.3,193.5,505.4,420.0,466.4,611.8,145.2,75.8,505.9,294.5,239.9,90.4,362.2,461.4,321.1,134.5,12.9,599.9,31.6,207.3,57.7,257.9,138.7,430.6,110.6,250.6,114.3,681.4,107.3,103.2,1918.4,733.7,460.2,586.2,394.3,118.7,687.3,91.1,384.2,93.9,281.9,210.9,378.4,315.3,69.5,73.2,98.0,83.1,155.5,116.5,38.1,309.4,88.4,61.6,327.4,102.9,595.5,117.7,170.5,647.6,340.7,41.5,348.8,99.4,372.0,138.8,666.3,641.1,414.1,40.4,196.2,581.6,38.3,609.7,208.5,161.3,112.5,313.2,43.8,67.8,563.1,235.7,404.5,307.7,175.5,322.8,308.8,0.0,198.0,549.1,66.5,128.5,133.6,334.6,225.1,361.8,271.0,99.0,631.9,162.9,266.0,589.7,166.3,560.1,154.6,266.9,236.6,179.6,511.8,134.8,404.4
VH,268.4,350.1,496.8,608.9,222.5,200.3,487.9,192.9,189.9,432.6,220.9,267.3,132.7,462.6,380.1,423.6,569.0,172.8,255.7,463.1,251.7,197.1,236.8,319.4,418.6,326.1,319.9,162.3,557.1,174.3,164.5,184.2,215.1,90.7,387.8,125.8,279.6,198.7,638.6,242.8,156.4,1856.6,690.9,417.4,543.4,351.5,133.9,644.5,144.3,341.4,279.3,239.1,239.9,335.6,264.0,158.2,246.5,122.3,268.5,184.5,259.2,180.8,266.6,231.1,247.0,284.6,209.5,552.7,170.9,102.5,604.8,297.9,156.7,306.0,284.8,346.6,205.3,623.5,598.3,371.3,169.6,175.4,538.8,223.7,566.9,165.7,126.6,288.5,270.4,140.7,253.2,520.3,193.0,361.7,264.9,113.6,280.0,257.5,188.1,0.0,506.3,258.5,185.2,101.2,283.3,182.3,319.0,228.2,85.5,589.1,94.9,223.2,546.9,124.5,517.3,122.2,224.1,193.8,75.3,469.0,175.6,361.6
VT,473.3,159.4,27.6,242.7,428.9,430.2,85.7,648.3,403.5,63.5,561.3,635.6,405.7,130.8,129.5,101.9,117.8,422.9,620.1,89.8,481.6,385.0,632.3,198.8,119.8,448.0,619.9,583.5,73.5,571.0,378.1,639.6,421.5,526.2,165.9,541.2,431.3,486.8,187.4,497.8,531.5,1944.5,235.4,108.1,88.5,193.6,531.6,170.5,544.2,168.9,531.9,469.0,415.0,252.5,371.6,618.8,622.6,564.9,545.5,439.5,470.4,564.3,428.8,468.2,522.9,489.5,475.4,101.5,516.2,474.3,206.0,280.3,612.1,273.3,546.8,199.1,460.3,172.3,213.2,173.3,611.0,430.4,121.9,631.6,115.7,417.2,448.1,685.6,246.8,601.3,567.9,138.9,406.6,144.7,469.8,462.3,236.2,365.1,596.0,514.7,0.0,558.3,501.0,504.8,359.7,395.9,263.9,285.1,529.4,149.5,482.7,403.0,114.4,450.3,73.5,483.8,454.0,389.0,481.3,125.4,420.1,183.0
VX,307.9,389.6,537.9,648.4,257.0,239.8,529.0,139.8,224.4,472.1,88.5,68.9,190.2,499.6,416.7,463.1,608.5,136.9,55.4,502.6,291.2,236.6,117.6,358.9,453.1,325.7,132.1,96.3,596.6,113.0,204.0,139.1,256.2,220.1,427.3,157.6,247.3,111.0,673.1,66.5,147.1,1898.0,732.0,456.9,584.5,391.0,143.0,684.0,168.4,375.9,25.7,278.6,207.6,375.1,312.0,152.9,113.7,170.5,15.0,152.2,131.2,119.9,306.1,85.1,84.7,324.1,99.6,592.2,140.4,184.2,644.3,332.4,124.9,345.5,90.6,363.7,135.5,658.0,637.8,410.8,123.8,192.9,578.3,125.2,608.0,205.2,153.0,92.1,304.9,127.2,106.7,559.8,227.4,401.2,304.4,172.2,319.5,300.5,81.3,279.2,545.8,0.0,125.2,190.4,331.3,221.8,360.1,262.7,182.4,628.6,192.6,262.7,586.4,160.2,556.8,164.4,263.6,233.3,217.4,508.5,131.5,401.1
WA,244.3,326.0,472.7,584.8,198.4,176.2,463.8,133.5,165.8,408.5,161.5,207.9,126.6,438.5,356.0,399.5,544.9,65.1,196.3,439.0,227.6,173.0,177.4,295.3,394.5,254.2,260.5,102.9,533.0,114.9,140.4,124.8,191.0,152.5,363.7,94.0,183.7,13.4,614.5,78.4,26.9,1832.5,666.8,393.3,519.3,327.4,84.4,620.4,43.1,317.3,112.5,215.0,144.0,311.5,248.4,80.8,187.1,100.9,209.1,88.6,82.0,121.4,242.5,48.8,187.6,260.5,24.2,528.6,15.1,120.6,580.7,273.8,97.3,281.9,225.4,322.5,71.9,599.4,574.2,347.2,110.2,129.3,514.7,164.3,542.8,141.6,94.4,229.1,246.3,81.3,193.8,496.2,168.9,337.6,240.8,108.6,255.9,241.9,128.7,211.8,482.2,199.1,0.0,126.8,267.7,158.2,294.9,204.1,112.8,565.0,129.0,199.1,522.8,96.6,493.2,105.8,200.0,169.7,153.8,444.9,67.9,337.5
WI,250.7,332.4,479.1,591.2,204.8,182.6,470.2,131.9,172.2,414.9,159.9,206.3,133.0,444.9,362.4,405.9,551.3,71.5,194.7,445.4,234.0,179.4,175.8,301.7,400.9,260.6,258.9,101.3,539.4,113.3,146.8,123.2,197.4,65.3,370.1,64.8,190.1,137.7,620.9,146.2,98.7,1838.9,673.2,399.7,525.7,333.8,72.9,626.8,83.3,323.7,218.3,221.4,150.4,317.9,254.8,97.2,185.5,61.3,207.5,95.0,118.8,119.8,248.9,116.6,186.0,266.9,148.5,535.0,109.9,97.1,587.1,280.2,95.7,288.3,223.8,328.9,108.7,605.8,580.6,353.6,108.6,135.7,521.1,162.7,549.2,148.0,100.8,227.5,252.7,79.7,192.2,502.6,175.3,344.0,247.2,108.2,262.3,248.3,127.1,124.6,488.6,197.5,124.2,0.0,274.1,164.6,301.3,210.5,24.5,571.4,89.5,205.5,529.2,103.0,499.6,20.9,206.4,176.1,106.2,451.3,74.3,343.9
WW,257.8,154.1,300.8,412.9,151.5,181.0,291.9,412.0,167.2,236.6,325.0,399.3,169.4,266.6,184.1,227.6,373.0,186.6,383.8,267.1,232.4,135.8,396.0,123.4,222.6,167.8,383.6,347.2,361.1,334.7,141.8,403.3,158.9,289.9,191.8,260.1,151.1,250.5,420.2,261.5,291.6,1833.9,494.9,221.4,347.4,155.5,250.5,447.9,307.9,145.4,295.6,219.8,134.8,117.1,25.2,337.7,386.3,283.8,309.2,203.2,234.1,328.0,221.2,231.9,286.6,279.7,239.1,356.7,279.9,238.0,442.8,79.4,375.8,87.5,310.5,150.6,224.0,427.5,402.3,175.3,374.7,165.7,342.8,395.3,370.9,161.0,211.8,449.3,74.4,320.2,331.6,324.3,170.3,165.7,262.2,226.0,84.0,33.8,359.7,278.4,310.3,322.0,264.7,268.5,0.0,159.6,100.5,48.8,293.1,370.1,246.4,203.3,350.9,214.0,319.4,247.5,204.8,189.3,245.0,273.0,183.8,165.6
XB,168.9,232.6,379.3,491.4,123.0,100.8,370.4,351.3,7.5,315.1,250.2,310.8,94.6,345.1,262.6,306.1,451.5,111.8,326.3,345.6,66.4,97.6,364.6,201.9,301.1,222.9,316.6,272.4,439.6,259.9,30.5,342.6,115.6,215.1,270.3,266.2,206.2,175.7,521.1,186.7,216.8,1674.2,573.4,299.9,425.9,234.0,175.7,527.0,302.7,223.9,220.8,79.6,183.8,225.9,146.5,316.6,373.4,244.9,234.4,128.4,159.3,253.2,167.1,157.1,211.8,185.1,164.3,435.2,205.1,163.2,487.3,175.9,315.1,184.0,363.5,229.1,149.2,506.0,480.8,253.8,328.0,119.3,421.3,320.5,449.4,66.2,137.0,289.6,152.9,299.1,384.6,402.8,10.7,244.2,165.4,151.2,162.5,140.0,284.9,203.6,388.8,247.2,189.9,193.7,165.8,0.0,237.3,110.7,218.3,431.1,171.6,123.7,429.4,139.2,399.8,172.7,124.6,94.3,170.2,351.5,109.0,244.1
XD,243.0,136.0,249.9,391.9,136.7,166.2,249.9,445.6,218.6,208.5,360.1,432.9,203.0,200.1,163.1,167.3,334.3,253.6,417.4,171.2,217.6,121.0,429.6,105.3,204.5,276.0,417.2,380.8,289.2,368.3,193.2,425.6,144.1,323.5,169.2,293.7,246.4,284.1,343.1,295.1,328.8,1885.3,440.0,161.1,283.9,78.9,284.1,373.7,341.5,127.3,329.2,205.0,230.1,16.5,186.7,371.3,419.9,315.2,342.8,236.8,267.7,361.6,254.0,265.5,320.2,264.9,272.7,318.0,313.5,271.6,368.6,16.3,409.4,9.3,344.1,56.6,257.6,405.4,375.8,98.7,408.3,227.7,301.9,428.9,332.2,146.2,245.4,454.1,105.8,353.8,365.2,283.4,221.6,147.6,256.0,259.6,115.4,180.2,390.5,312.0,289.3,363.9,298.3,302.1,206.0,211.0,0.0,100.2,326.7,295.9,280.0,245.3,314.0,250.4,225.4,281.1,190.0,189.2,278.6,190.2,217.4,89.0
