from_stop,AE,AG,AS,AU,BC,BE,BI,CD,CE,CF,CH,CI,CK,CO,CP,CQ,CZ,DC,DQ,DX,ED,EH,ET,FC,FE,FF,FH,FN,FS,FX,GI,GV,GW,HA,HB,HD,HP,HX,HZ,IE,IG,IR,IV,IX,JA,JF,JI,JK,JQ,KH,KN,KY,KZ,LC,LE,LH,LJ,LQ,LV,LW,MH,MQ,NB,NI,NJ,NQ,NV,NX,OJ,OP,OU,PC,PO,PP,PQ,PY,QE,QI,QL,QQ,QS,QW,RH,RU,RW,RZ,SI,SL,SO,ST,SW,TC,TO,TP,TQ,TS,TW,UI,UO,UY,UZ,WE,WM,WP,WS,WZ,XQ,XW,YB,YT,YU,YY,YZ,ZC,ZF,ZS,ZT,ZU,ZY
WM,627.2,582.5,227.0,112.5,567.9,205.5,603.0,157.1,268.0,244.2,644.3,75.5,88.9,708.0,637.1,259.5,767.1,198.7,162.9,155.8,725.2,163.2,571.6,801.1,708.9,526.2,2713.8,57.6,217.7,120.8,244.4,168.2,48.3,241.0,700.5,482.7,649.3,789.6,536.8,783.1,213.9,755.3,661.3,687.9,221.3,674.4,646.2,121.0,168.8,712.4,842.3,191.1,746.2,653.0,547.1,265.8,599.4,205.9,605.0,230.3,393.8,595.1,514.5,164.5,202.3,637.8,403.8,150.3,778.6,253.6,252.9,526.5,161.6,180.2,671.9,366.3,75.5,289.8,599.7,644.9,751.0,296.1,136.7,301.6,153.0,144.7,748.4,99.4,197.4,148.5,191.2,132.2,482.3,622.9,133.8,623.1,660.8,601.2,184.6,193.3,204.7,701.7,0.0,369.9,586.1,620.3,683.6,84.1,781.9,75.5,707.6,160.4,630.5,185.2,545.2,659.3,476.6,195.2,580.3
WP,403.3,608.1,403.6,373.6,598.1,552.3,379.1,369.8,404.7,171.0,674.5,375.6,456.4,484.1,557.7,378.1,543.2,371.8,509.7,523.3,625.4,398.9,498.3,721.7,629.5,551.9,2739.4,476.4,281.3,426.6,421.0,354.9,457.5,374.3,476.6,512.9,425.4,565.7,562.4,703.7,401.5,531.4,437.4,649.7,435.1,450.5,422.3,401.1,404.6,612.6,762.9,411.3,666.8,683.2,572.7,363.0,625.0,342.6,613.1,363.6,419.4,620.7,544.7,532.0,403.3,413.9,266.2,404.5,554.7,522.1,163.4,556.7,430.1,415.9,448.0,174.7,375.6,249.2,668.2,421.0,671.6,255.5,422.5,164.0,520.5,405.8,524.5,402.8,433.2,434.3,327.9,422.6,507.9,549.6,394.9,399.2,436.9,377.3,505.6,560.8,381.3,601.9,418.7,0.0,670.6,487.8,583.8,384.2,558.0,375.6,483.7,367.9,557.2,392.9,570.8,435.4,496.4,463.7,605.9
WS,453.2,355.9,637.3,509.6,316.5,709.0,429.0,669.2,540.7,398.0,392.9,511.6,592.4,460.0,373.7,514.1,519.1,507.8,666.4,659.3,461.8,675.3,244.1,537.7,445.5,299.7,2701.1,612.4,417.3,632.9,656.5,588.6,593.5,608.0,452.5,231.3,507.4,477.4,123.3,519.7,635.2,443.1,377.7,256.8,733.4,579.2,672.2,537.1,680.9,449.0,578.9,703.2,482.8,401.6,320.5,499.0,372.8,478.6,92.1,597.3,346.6,282.3,263.1,668.0,637.0,519.6,539.6,662.4,466.4,765.7,406.7,275.1,673.7,692.3,423.9,502.1,511.6,489.4,186.2,396.9,487.6,495.7,648.8,437.4,656.5,541.8,500.4,538.8,709.5,660.6,463.9,644.3,289.7,173.3,530.9,395.1,575.3,556.2,688.1,696.8,615.0,438.3,554.7,505.7,0.0,350.1,420.2,520.2,579.4,511.6,459.6,503.9,180.9,697.3,318.6,498.4,284.0,707.3,353.7
WZ,266.1,368.0,667.4,539.7,251.7,739.1,241.9,699.3,570.8,429.5,328.1,541.7,622.5,272.9,69.8,544.2,332.0,537.9,696.5,689.4,137.5,705.4,153.5,233.8,141.6,311.7,2844.0,642.5,447.4,663.0,684.8,618.7,623.6,638.1,265.4,166.5,320.3,362.2,385.9,215.8,665.3,397.0,190.6,304.9,763.5,392.1,513.1,567.2,711.0,124.7,275.0,733.3,178.9,336.8,332.6,529.1,384.9,508.7,268.3,627.4,376.7,398.6,198.3,698.1,667.1,332.5,569.7,692.5,372.3,795.8,436.8,210.3,703.8,722.4,236.8,532.2,541.7,519.5,323.4,209.8,183.7,525.8,678.9,467.5,686.6,571.9,313.3,568.9,739.6,690.7,494.0,674.4,319.8,204.8,561.0,208.0,437.5,369.1,715.9,726.9,645.1,114.0,584.8,535.8,325.8,0.0,95.9,550.3,432.7,541.7,272.5,534.0,212.4,728.3,330.7,311.3,308.3,737.4,365.8
XQ,383.6,432.8,732.2,604.5,316.5,803.9,359.4,764.1,635.6,492.9,392.9,606.5,687.3,390.4,134.6,609.0,449.5,602.7,761.3,754.2,41.5,770.2,231.3,289.5,197.3,376.5,2908.8,707.3,512.2,727.8,749.6,683.5,688.4,702.9,382.9,231.3,437.8,479.7,463.7,271.5,730.1,514.5,308.1,382.7,828.3,509.6,630.6,632.0,775.8,28.7,330.7,798.1,234.6,401.6,397.4,593.9,449.7,573.5,346.1,692.2,441.5,463.4,263.1,762.9,731.9,450.0,634.5,757.3,489.8,860.6,501.6,275.1,768.6,787.2,354.3,597.0,606.5,584.3,401.2,328.3,239.4,590.6,743.7,532.3,751.4,636.7,430.8,633.7,804.4,755.5,558.8,739.2,384.6,282.6,625.8,325.5,555.0,486.6,780.7,791.7,709.9,50.0,649.6,600.6,403.6,117.4,0.0,615.1,550.2,606.5,390.0,598.8,290.2,792.2,395.5,428.8,378.9,802.2,430.6
XW,594.8,550.1,250.6,80.1,535.5,220.5,570.6,180.7,235.6,213.2,611.9,43.1,103.9,675.6,604.7,227.1,734.7,166.3,177.9,170.8,692.8,186.8,539.2,768.7,676.5,493.8,2681.4,123.9,185.3,144.4,268.0,191.8,105.0,264.6,668.1,450.3,616.9,757.2,504.4,750.7,237.5,722.9,628.9,655.5,244.9,642.0,613.8,88.6,192.4,680.0,809.9,214.7,713.8,620.6,514.7,233.4,567.0,173.5,572.6,253.9,361.4,562.7,482.1,179.5,225.9,605.4,371.4,173.9,746.2,277.2,220.5,494.1,185.2,203.8,639.5,333.9,43.1,257.4,567.3,612.5,718.6,263.7,160.3,269.2,168.0,112.3,716.0,50.3,221.0,172.1,158.8,155.8,449.9,590.5,101.4,590.7,628.4,568.8,197.3,208.3,228.3,669.3,66.2,337.5,553.7,587.9,651.2,0.0,749.5,43.1,675.2,128.0,598.1,209.7,512.8,626.9,438.4,218.8,547.9
YB,304.2,661.5,761.5,731.5,545.2,910.2,327.8,727.7,762.6,552.7,621.6,733.5,814.3,297.6,504.8,736.0,100.2,729.7,867.6,881.2,572.5,756.8,445.4,668.8,576.6,605.3,2894.2,834.3,639.2,784.5,778.9,712.8,815.4,732.2,334.3,460.0,286.2,121.5,553.8,650.8,759.4,156.3,384.5,482.8,793.0,167.0,303.6,759.0,762.5,559.7,710.0,769.2,613.9,630.3,626.1,720.9,678.4,700.5,525.6,721.5,670.2,658.3,491.8,889.9,761.2,245.8,624.1,762.4,131.6,880.0,545.1,503.8,788.0,773.8,195.4,586.6,733.5,607.7,501.3,221.9,618.7,613.4,780.4,521.9,878.4,763.7,118.9,760.7,791.1,792.2,685.8,780.5,613.3,458.7,752.8,328.3,109.4,209.2,861.2,918.7,739.2,549.0,776.6,534.0,583.1,434.9,530.9,742.1,0.0,733.5,159.7,725.8,466.3,748.3,624.2,277.2,601.8,821.6,659.3
YT,565.6,520.9,261.4,50.9,506.3,231.3,541.4,191.5,206.4,182.6,582.7,0.0,114.7,646.4,575.5,197.9,705.5,137.1,188.7,181.6,663.6,197.6,510.0,739.5,647.3,464.6,2652.2,134.7,156.1,155.2,280.6,202.6,115.8,275.4,638.9,421.1,587.7,728.0,475.2,721.5,248.3,693.7,599.7,626.3,255.7,612.8,584.6,41.4,203.2,650.8,780.7,225.5,684.6,591.4,485.5,204.2,537.8,144.3,543.4,264.7,332.2,533.5,452.9,190.3,236.7,576.2,342.2,184.7,717.0,288.0,191.3,464.9,196.0,214.6,610.3,304.7,0.0,228.2,538.1,584.3,689.4,234.5,171.1,240.0,178.8,76.7,686.8,88.6,231.8,182.9,129.6,166.6,420.7,561.3,72.2,561.5,599.2,539.6,208.1,219.1,239.1,640.1,77.0,308.3,524.5,558.7,622.0,42.5,720.3,0.0,646.0,98.8,568.9,219.6,483.6,597.7,409.2,229.6,518.7
YU,244.6,501.7,705.1,673.4,385.4,872.8,220.4,671.3,704.5,563.2,461.8,675.4,756.2,182.0,345.0,677.9,59.4,671.6,830.2,823.1,412.7,700.4,285.6,509.0,416.8,445.4,2928.1,776.2,581.1,796.7,722.5,656.4,757.3,675.8,174.5,300.2,277.2,89.6,521.9,491.0,703.0,124.4,224.7,450.9,736.6,282.7,419.3,700.9,706.1,399.9,550.2,712.8,454.1,470.5,466.3,662.8,518.6,642.4,400.4,665.1,510.4,532.3,332.0,831.8,704.8,289.4,567.7,706.0,99.7,823.6,570.5,344.0,731.6,717.4,35.6,530.2,675.4,550.7,469.4,63.0,458.9,557.0,724.0,465.5,820.3,705.6,40.7,702.6,734.7,735.8,627.7,724.1,453.5,336.9,694.7,168.5,225.1,326.0,849.6,860.6,682.8,389.2,718.5,477.6,457.9,275.1,371.1,684.0,160.1,675.4,0.0,667.7,344.5,692.8,464.4,268.2,442.0,765.2,499.5
YY,556.8,512.1,279.1,75.7,497.5,275.1,532.6,235.3,197.6,175.2,573.9,77.7,158.5,637.6,566.7,189.1,696.7,146.2,232.5,225.4,654.8,241.4,501.2,730.7,638.5,455.8,2643.4,178.5,147.3,199.0,296.5,246.4,159.6,319.2,630.1,412.3,578.9,719.2,466.4,712.7,292.1,684.9,590.9,617.5,299.5,604.0,575.8,103.2,247.0,642.0,771.9,269.3,675.8,582.6,476.7,195.4,529.0,135.5,534.6,308.5,323.4,524.7,444.1,234.1,280.5,567.4,333.4,228.5,708.2,331.8,182.5,456.1,239.8,258.4,601.5,295.9,77.7,219.4,529.3,574.5,680.6,225.7,214.9,231.2,222.6,107.9,678.0,104.9,275.6,226.7,120.8,210.4,411.9,552.5,97.0,552.7,590.4,530.8,251.9,262.9,256.8,631.3,120.8,299.5,515.7,549.9,613.2,86.3,711.5,77.7,637.2,0.0,560.1,264.3,474.8,588.9,400.4,273.4,509.9
YZ,316.5,393.0,692.4,564.7,276.7,764.1,292.3,724.3,595.8,454.5,353.1,566.7,647.5,323.3,237.0,569.2,382.4,562.9,721.5,714.4,325.1,730.4,107.4,401.0,308.8,336.7,2833.3,667.5,472.4,688.0,709.8,643.7,648.6,663.1,315.8,191.5,370.7,377.3,237.7,383.0,690.3,343.0,241.0,156.7,788.5,442.5,563.5,592.2,736.0,312.3,442.2,758.3,346.1,361.8,357.6,554.1,409.9,533.7,120.1,652.4,401.7,447.8,223.3,723.1,692.1,382.9,594.7,717.5,366.3,820.8,461.8,235.3,728.8,747.4,287.2,557.2,566.7,544.5,175.2,260.2,350.9,550.8,703.9,492.5,711.6,596.9,363.7,593.9,764.6,715.7,519.0,699.4,344.8,7.5,586.0,258.4,487.9,419.5,740.9,751.9,670.1,301.6,609.8,560.8,177.6,213.4,283.5,575.3,483.1,566.7,322.9,559.0,0.0,753.3,355.7,361.7,333.3,762.4,390.8
ZC,571.6,598.9,85.6,275.4,584.3,297.5,546.2,43.2,394.3,271.7,660.7,240.4,224.2,652.4,653.5,368.9,711.5,207.4,254.9,247.8,741.6,72.3,586.8,817.5,724.1,541.4,2730.2,174.6,272.1,112.2,101.8,94.3,199.6,173.4,644.9,499.1,593.7,734.0,553.2,799.5,138.8,698.5,605.7,704.3,130.4,618.8,590.6,282.7,78.0,728.8,858.7,84.7,762.6,669.4,563.5,353.8,615.8,333.4,621.4,161.5,410.2,611.5,530.9,256.5,128.4,582.2,348.2,82.7,723.0,258.4,268.0,542.9,166.4,89.3,616.3,312.7,240.4,238.8,616.1,588.1,767.4,246.3,116.5,248.0,245.0,307.6,692.8,233.6,106.6,129.5,318.7,100.8,498.7,639.3,295.5,567.5,605.2,545.6,273.1,285.3,65.3,718.1,232.9,313.1,601.3,656.1,698.8,247.0,728.3,240.4,652.0,224.3,646.9,0.0,561.6,603.7,486.0,200.0,596.7
ZF,451.2,37.2,626.7,499.0,287.9,698.4,427.0,658.6,530.1,388.8,364.3,501.0,581.8,458.0,357.1,503.5,517.1,497.2,655.8,648.7,445.2,664.7,291.6,521.1,428.9,99.8,2778.1,601.8,406.7,622.3,644.1,578.0,582.9,597.4,450.5,202.7,505.4,547.3,274.8,503.1,624.6,582.1,375.7,443.0,722.8,577.2,698.2,526.5,670.3,432.4,562.3,692.6,466.2,373.0,46.7,488.4,54.1,468.0,343.0,586.7,327.3,322.4,234.5,657.4,626.4,517.6,529.0,651.8,557.4,755.1,396.1,246.5,663.1,681.7,421.9,491.5,501.0,478.8,337.7,394.9,471.0,485.1,638.2,426.8,645.9,531.2,498.4,528.2,698.9,650.0,453.3,633.7,279.1,342.9,520.3,393.1,622.6,554.2,675.2,686.2,604.4,421.7,544.1,495.1,324.1,340.3,403.6,509.6,617.8,501.0,457.6,493.3,350.5,687.6,0.0,496.4,267.6,696.7,35.0
ZS,31.0,529.4,658.8,628.8,413.1,807.5,54.6,625.0,659.9,449.6,489.5,630.8,711.6,76.2,372.7,633.3,303.8,627.0,764.9,778.5,440.4,654.1,313.3,536.7,444.5,473.1,2854.4,731.6,536.5,681.8,676.2,610.1,712.7,629.5,156.4,327.9,8.9,275.7,545.7,518.7,656.7,241.4,252.4,464.7,690.3,108.8,201.7,656.3,659.8,427.6,577.9,666.5,481.8,498.2,494.0,618.2,546.3,597.8,428.1,618.8,538.1,560.0,359.7,787.2,658.5,21.1,521.4,659.7,264.7,777.3,442.4,371.7,685.3,671.1,241.4,483.9,630.8,504.4,483.2,214.4,486.6,510.7,677.7,419.2,775.7,661.0,317.9,658.0,688.4,689.5,583.1,677.8,481.2,364.6,650.1,214.2,146.9,57.7,758.5,816.0,636.5,416.9,673.9,431.3,485.6,302.8,398.8,639.4,268.0,630.8,277.1,623.1,372.2,646.5,492.1,0.0,469.7,718.9,527.2
ZT,452.0,303.3,523.9,396.2,288.7,595.6,432.7,555.8,432.2,289.5,365.1,403.1,483.9,458.8,357.9,400.7,517.9,394.4,553.0,545.9,446.0,561.9,297.3,521.9,434.6,247.1,2700.5,499.0,303.9,519.5,543.1,475.2,480.1,494.6,451.3,203.5,506.2,548.1,257.6,503.9,521.8,587.8,376.5,408.7,620.0,578.0,668.6,428.6,567.5,433.2,563.1,589.8,467.0,373.8,267.9,385.6,320.2,365.2,325.8,488.8,233.2,320.8,235.3,554.6,523.6,518.4,426.2,549.0,558.2,652.3,298.2,247.3,560.3,578.9,422.7,388.7,403.1,376.6,320.5,396.7,471.8,382.3,540.3,328.9,543.1,428.4,499.2,452.9,596.1,547.2,350.5,530.9,99.3,343.7,417.5,393.9,623.4,555.0,574.7,583.4,506.5,422.5,441.3,392.3,306.9,341.1,409.3,406.8,618.6,403.1,458.4,390.5,351.3,586.4,266.0,497.2,0.0,593.9,301.1
ZU,710.9,718.5,224.9,248.5,703.9,270.6,686.7,155.0,404.0,381.6,780.3,211.5,197.3,791.7,773.1,395.5,850.8,334.7,228.0,220.9,861.2,161.1,707.6,937.1,844.9,662.2,2849.8,147.7,353.7,118.7,242.3,166.1,172.7,197.7,784.2,618.7,733.0,873.3,672.8,919.1,178.8,839.0,745.0,823.9,219.2,758.1,729.9,257.0,166.7,848.4,978.3,189.0,882.2,789.0,683.1,401.8,735.4,341.9,741.0,187.0,529.8,731.1,650.5,229.6,200.2,721.5,487.5,148.2,862.3,58.4,388.9,662.5,118.3,178.1,755.6,450.0,211.5,379.3,735.7,728.6,887.0,385.6,134.6,385.3,218.1,280.7,832.1,207.9,195.3,146.4,327.2,130.1,618.3,758.9,269.8,706.8,744.5,684.9,247.4,258.4,202.6,837.7,207.2,453.6,722.1,756.3,819.6,220.1,865.6,211.5,791.3,296.4,766.5,184.0,681.2,743.0,606.8,0.0,716.3
ZY,481.6,59.4,657.1,529.4,318.3,728.8,457.4,689.0,560.5,419.2,394.7,531.4,612.2,488.4,387.5,533.9,547.5,527.6,686.2,679.1,475.6,695.1,322.0,551.5,459.3,130.2,2808.5,632.2,437.1,652.7,674.5,608.4,613.3,627.8,480.9,233.1,535.8,577.7,305.2,533.5,655.0,612.5,406.1,473.4,753.2,607.6,728.6,556.9,700.7,462.8,592.7,723.0,496.6,403.4,77.1,518.8,19.0,498.4,373.4,617.1,357.7,352.8,264.9,687.8,656.8,548.0,559.4,682.2,587.8,785.5,426.5,276.9,693.5,712.1,452.3,521.9,531.4,509.2,368.1,425.3,501.4,515.5,668.6,457.2,676.3,561.6,528.8,558.6,729.3,680.4,483.7,664.1,309.5,373.3,550.7,423.5,653.0,584.6,705.6,716.6,634.8,452.1,574.5,525.5,354.5,370.7,434.0,540.0,648.2,531.4,488.0,523.7,380.9,718.0,30.3,526.8,298.0,727.1,0.0
