from_stop,AE,AK,AL,AT,AX,BJ,BK,BL,BO,BP,CB,CK,CL,CW,DJ,DK,DO,DP,DS,EO,ER,ES,FA,FK,FO,FP,FU,FZ,GH,GJ,GY,HH,HL,HR,HS,HY,IE,IH,IK,IV,JE,JN,JO,JP,JR,JS,JV,JW,KA,KF,KI,KK,KL,KO,LC,LG,LH,LJ,LR,LS,LT,LU,LX,LZ,MA,MI,MJ,MO,MQ,NF,NM,NS,NX,OA,OD,OM,ON,OO,OQ,OV,PC,PH,PK,PQ,PU,PW,QA,QD,QI,QJ,QQ,QZ,RC,RE,RJ,RN,RU,RV,RY,SJ,SP,SQ,SZ,TE,TH,TK,TU,UA,UJ,UL,VD,VM,VO,WA,WO,WU,WX,XA,XE,XK,XN,XP,XQ,XR,XZ,YC,YG,YN,ZA,ZD,ZM,ZO,ZY
OA,743.7,918.8,600.6,722.4,178.2,898.6,510.5,912.4,236.4,997.4,958.5,852.3,861.5,893.3,847.9,521.6,521.2,924.9,922.5,572.2,194.4,959.5,815.0,960.4,196.1,977.7,207.8,848.7,117.1,158.0,887.1,838.8,493.3,669.5,1035.7,428.6,475.1,496.5,494.4,805.7,884.9,202.2,982.9,883.8,571.0,808.9,767.9,577.3,845.3,937.5,860.5,934.6,799.2,503.7,178.3,777.5,212.9,869.3,535.9,954.7,941.4,922.5,917.3,702.3,145.1,733.1,901.4,1048.6,553.7,805.8,178.7,889.5,775.8,0.0,906.4,479.8,980.8,815.7,944.7,249.6,916.7,132.2,746.1,98.6,871.2,626.4,885.4,779.1,491.8,32.6,740.4,484.0,426.3,173.7,753.3,963.5,736.2,132.0,845.7,950.9,971.3,916.8,1030.2,522.0,592.4,831.6,707.6,689.6,760.7,835.7,447.2,501.6,149.4,869.8,604.4,891.3,203.5,903.1,777.1,836.2,949.5,742.5,705.2,819.0,901.7,440.8,862.8,978.1,588.7,222.6,113.7,245.1,713.1
OD,329.4,241.5,453.2,413.8,968.1,270.1,742.6,483.7,790.4,241.1,217.7,276.3,467.2,418.1,174.6,604.7,597.0,198.2,258.4,453.1,972.1,218.7,147.6,182.6,830.9,478.1,989.3,310.8,874.2,953.7,190.9,300.9,594.4,447.7,294.0,541.0,721.3,579.6,644.3,501.1,389.3,887.4,237.4,273.4,654.1,444.2,320.4,459.1,463.7,173.5,194.5,170.6,275.9,514.0,881.8,494.8,855.4,443.6,611.7,469.7,200.6,446.1,237.2,425.7,922.8,255.3,239.9,1333.8,636.8,551.2,820.6,283.8,259.7,857.2,0.0,726.0,202.6,149.7,397.9,798.0,10.3,752.8,395.9,894.3,209.7,457.1,140.9,331.6,513.3,846.5,390.2,604.7,672.5,858.9,368.9,463.9,289.6,927.7,101.2,204.9,73.4,183.8,289.4,546.2,552.3,453.0,340.2,395.5,416.0,71.7,696.6,733.7,927.1,105.8,454.2,192.4,981.2,265.6,317.8,121.2,185.5,296.2,318.3,295.7,402.1,630.1,196.8,62.2,436.4,771.0,891.4,799.1,411.2
OM,321.3,503.7,207.2,303.6,496.5,626.2,154.1,740.9,395.5,636.2,612.7,556.4,737.5,698.2,425.5,181.4,127.8,535.1,634.8,178.8,500.5,616.3,527.3,561.8,359.3,756.8,517.7,429.9,402.6,482.1,488.5,420.0,99.9,258.1,678.7,181.5,118.7,103.1,83.0,681.7,669.4,526.3,713.7,474.7,218.2,616.6,345.5,216.3,721.3,649.8,519.3,628.4,411.8,223.8,484.4,653.5,486.8,745.3,142.5,830.7,598.2,726.2,629.6,279.9,451.2,487.5,613.7,1069.4,213.5,681.8,531.6,601.8,357.0,385.6,507.8,0.0,582.2,528.0,723.8,526.1,518.1,480.9,327.3,422.7,583.5,215.0,606.9,356.7,271.8,399.1,321.6,72.6,69.9,497.8,320.2,742.6,313.8,456.1,567.2,651.0,572.7,518.2,673.2,128.6,199.0,707.6,306.9,270.8,349.3,548.0,35.8,145.2,455.5,582.1,211.0,492.7,509.6,621.7,358.3,587.2,661.8,323.7,282.8,431.6,680.8,104.4,521.6,579.5,195.3,499.1,419.8,404.2,294.3
ON,408.3,284.7,435.0,485.0,1021.1,145.6,715.1,347.9,864.5,144.8,61.1,233.3,326.6,315.5,269.4,562.3,529.7,300.9,133.9,452.9,1021.3,124.9,269.7,211.1,920.3,307.6,1078.7,391.7,963.6,1043.1,200.8,381.8,515.4,558.4,137.4,549.0,679.7,537.2,620.0,360.5,319.8,1037.4,121.2,304.9,611.7,310.0,399.3,569.8,261.0,67.0,297.2,46.1,370.7,669.2,955.9,340.9,929.5,338.5,544.4,329.1,106.8,366.7,112.7,520.5,972.0,366.0,204.6,1483.8,594.4,410.6,894.7,159.3,344.5,946.6,220.1,684.4,0.0,252.4,235.8,872.1,230.4,826.9,476.8,983.7,174.4,519.1,233.6,410.5,657.3,920.6,471.1,580.4,630.9,1008.9,447.8,311.4,384.4,1017.1,193.9,185.8,222.0,221.1,132.8,544.1,539.1,312.4,425.0,476.7,526.7,201.9,614.8,706.2,976.3,171.3,436.0,175.6,1030.4,141.1,402.6,238.3,96.4,381.0,413.1,390.5,252.1,605.8,299.5,228.8,436.2,845.1,980.8,873.2,492.1
OO,233.3,91.7,352.1,317.7,952.1,266.8,692.2,480.7,774.4,316.6,295.7,260.3,432.8,421.7,158.6,514.5,482.7,48.4,221.1,352.0,956.1,296.7,113.6,242.6,814.9,443.7,973.3,216.7,858.2,937.7,131.8,206.8,504.2,404.0,372.0,525.0,632.2,489.4,537.1,466.7,373.3,871.4,315.4,129.9,563.9,438.1,224.3,409.1,473.6,251.5,44.7,248.6,147.1,456.6,865.8,478.8,839.4,440.6,488.2,435.3,278.6,472.9,215.9,324.6,906.8,239.3,200.0,1317.8,546.6,516.8,804.6,267.4,169.5,841.2,151.1,606.3,263.0,0.0,410.7,782.0,161.4,736.8,301.8,878.3,169.8,344.1,111.8,235.5,497.3,830.5,296.1,479.6,608.0,842.9,272.8,429.5,188.5,911.7,179.2,267.5,133.4,154.7,367.4,445.1,458.2,418.6,250.0,305.3,400.0,149.7,585.0,683.3,911.1,185.2,353.1,212.4,965.2,262.3,221.3,199.2,263.5,206.0,217.2,144.8,367.7,522.9,47.0,122.2,336.6,755.0,875.4,783.1,317.1
OQ,454.4,441.1,591.9,528.9,930.6,168.8,705.1,149.7,752.9,384.5,298.3,277.2,181.1,175.2,313.3,755.6,755.2,408.1,237.1,591.8,934.6,362.1,372.5,421.6,793.4,109.4,951.8,467.5,836.7,916.2,434.9,457.6,727.3,544.1,319.0,563.9,701.6,730.5,671.8,215.0,121.6,849.9,213.4,412.1,736.1,214.3,477.1,571.2,62.8,228.7,379.3,212.6,414.6,530.1,844.3,142.7,817.9,186.5,769.9,177.0,344.0,203.2,233.9,564.4,885.3,412.0,286.7,1296.3,753.4,282.1,783.1,241.4,416.4,819.7,454.2,728.0,237.1,334.5,0.0,760.5,464.5,715.3,552.6,856.8,256.5,571.5,384.9,488.3,518.2,809.0,546.9,632.2,660.3,821.4,511.8,113.2,428.3,890.2,345.2,423.0,424.5,427.8,313.5,684.9,683.6,166.9,498.3,520.6,569.4,353.2,681.2,696.2,889.6,322.6,592.9,412.8,943.7,173.3,474.5,341.5,313.5,452.9,457.0,434.4,49.5,674.8,381.6,413.3,575.1,733.5,853.9,761.6,569.3
OV,744.5,943.4,682.0,726.8,200.9,980.0,591.9,993.8,277.0,1081.3,1039.9,933.7,942.9,974.7,848.7,603.0,602.6,949.5,1003.9,653.6,203.1,1040.9,896.4,985.0,298.7,1059.1,230.5,853.1,157.7,191.6,911.7,843.2,574.7,699.3,1117.1,510.0,556.5,577.9,575.8,887.1,966.3,245.1,1064.3,919.6,652.4,890.3,768.7,588.6,926.7,1018.9,941.9,1016.0,835.0,545.4,137.7,858.9,253.5,950.7,617.3,1036.1,1022.8,1003.9,998.7,703.1,153.8,814.5,982.8,1075.3,635.1,887.2,180.4,970.9,780.2,192.8,931.0,561.2,1005.4,897.1,1026.1,0.0,941.3,190.8,750.5,207.0,952.6,656.2,966.8,779.9,533.5,141.0,744.8,565.4,507.7,269.9,754.1,1044.9,737.0,240.4,927.1,1074.2,995.9,941.4,1111.6,603.4,673.8,913.0,739.8,694.0,790.5,917.1,528.6,583.0,158.1,951.2,685.8,915.9,212.2,984.5,781.5,917.6,1030.9,746.9,706.0,854.8,983.1,522.2,944.2,1002.7,670.1,269.9,124.2,285.7,717.5
PC,319.1,231.2,442.9,403.5,957.8,259.8,732.3,450.5,780.1,228.3,207.4,266.0,456.9,407.8,164.3,594.4,586.7,187.9,248.1,442.8,961.8,208.4,137.3,172.3,820.6,467.8,979.0,300.5,863.9,943.4,180.6,290.6,584.1,437.4,284.6,530.7,711.0,569.3,634.0,490.8,379.0,877.1,227.1,263.1,643.8,433.9,310.1,452.9,453.4,163.2,184.2,160.3,265.6,503.7,871.5,484.5,845.1,433.3,601.4,459.4,190.3,435.8,226.9,415.4,912.5,245.0,229.6,1323.5,626.5,540.9,810.3,273.5,249.4,846.9,199.9,715.7,192.3,139.4,387.6,787.7,0.0,742.5,385.6,884.0,199.4,446.8,130.6,321.3,503.0,836.2,379.9,594.4,662.2,848.6,358.6,453.6,279.3,917.4,90.9,194.6,63.1,173.5,279.1,535.9,542.0,442.7,329.9,385.2,405.7,61.4,686.3,723.4,916.8,95.5,443.9,182.1,970.9,255.3,307.5,110.9,175.2,285.9,308.0,285.4,391.8,619.8,186.5,51.9,426.1,760.7,881.1,788.8,402.3
PH,579.6,778.5,533.7,561.9,239.2,781.8,571.5,795.6,247.6,880.6,841.7,735.5,744.7,776.5,683.8,582.6,582.2,784.6,805.7,633.2,253.8,842.7,698.2,820.1,257.1,860.9,268.8,688.2,128.3,219.0,746.8,678.3,554.3,534.4,918.9,489.6,536.1,557.5,555.4,688.9,768.1,263.2,866.1,754.7,632.0,692.1,603.8,423.7,728.5,820.7,777.6,817.8,670.1,380.5,188.4,660.7,224.1,752.5,596.9,837.9,824.6,805.7,800.5,538.2,204.5,616.3,784.6,1050.5,614.7,689.0,139.9,772.7,615.3,172.4,766.1,540.8,840.5,698.9,827.9,117.3,776.4,0.0,585.6,159.6,754.4,491.3,768.6,615.0,368.6,93.6,579.9,545.0,487.3,234.7,589.2,846.7,572.1,193.0,728.9,909.3,831.0,776.5,913.4,583.0,534.0,714.8,574.9,529.1,625.6,718.9,508.2,562.6,208.8,753.0,491.0,751.0,262.9,786.3,616.6,719.4,832.7,582.0,541.1,689.9,784.9,501.8,779.9,837.8,535.0,90.3,174.7,256.3,552.6
PK,144.1,342.9,156.0,81.2,656.3,449.0,307.5,586.6,499.7,536.0,494.6,379.2,535.9,521.0,248.3,247.9,265.0,349.0,454.3,192.0,656.5,495.6,351.1,460.4,538.4,579.6,669.3,225.5,590.5,681.2,339.8,215.6,226.0,186.3,570.9,184.2,286.0,226.5,206.1,569.8,492.2,725.4,537.5,292.0,288.1,526.0,168.3,105.5,609.5,473.6,342.1,470.7,207.4,138.5,591.1,597.7,564.7,546.5,272.2,580.0,477.5,549.0,447.8,178.5,607.2,283.1,437.5,1116.5,272.7,619.9,529.9,405.9,152.6,527.7,359.1,269.3,480.8,434.3,546.6,507.3,369.4,462.1,0.0,621.8,407.3,143.2,430.4,179.5,186.5,555.8,117.2,177.7,271.0,696.9,132.9,565.4,136.6,608.6,460.4,549.6,432.6,346.2,566.3,234.8,156.3,521.7,112.2,48.4,277.5,371.8,256.9,298.6,611.5,405.9,177.8,415.9,665.6,444.5,153.9,372.3,485.6,119.3,105.6,227.2,503.6,241.0,344.4,421.4,206.5,480.3,622.9,508.4,16.6
PQ,674.7,903.5,585.3,657.0,207.0,883.3,495.2,897.1,232.4,984.6,943.2,837.0,846.2,878.0,778.9,506.3,505.9,909.6,907.2,556.9,211.0,944.2,799.7,945.1,121.8,962.4,228.2,783.3,95.1,192.6,871.8,773.4,478.0,654.2,1020.4,413.3,459.8,481.2,479.1,790.4,869.6,236.8,967.6,849.8,555.7,793.6,698.9,518.8,830.0,922.2,845.2,919.3,765.2,475.6,194.9,762.2,190.9,854.0,520.6,939.4,926.1,907.2,902.0,633.3,161.7,717.8,886.1,1065.2,538.4,790.5,256.9,874.2,710.4,78.1,891.1,464.5,965.5,800.4,929.4,323.3,901.4,210.4,680.7,0.0,855.9,611.1,870.1,710.1,463.7,110.8,675.0,468.7,411.0,208.3,684.3,948.2,667.2,33.3,830.4,935.6,956.0,901.5,1014.9,506.7,577.1,816.3,670.0,624.2,745.4,820.4,431.9,486.3,166.0,854.5,589.1,876.0,220.1,887.8,711.7,820.9,934.2,677.1,636.2,785.0,886.4,425.5,847.5,962.8,573.4,296.3,130.3,241.1,647.7
PU,361.8,295.5,499.3,436.3,1076.3,96.9,796.7,310.1,898.6,344.0,252.2,184.6,262.9,251.8,220.7,643.5,629.9,252.2,159.0,499.2,1080.3,321.6,221.0,325.7,939.1,273.8,1097.5,374.9,982.4,1061.9,335.6,365.0,621.0,511.8,203.3,643.2,752.5,618.4,684.3,296.8,258.6,995.6,176.9,319.5,692.9,268.2,384.5,527.3,303.7,113.0,248.5,96.9,322.0,578.1,990.0,351.9,963.6,270.7,635.4,265.4,303.5,303.0,46.0,471.8,1031.0,319.4,30.2,1442.0,675.6,346.9,928.8,110.6,323.8,965.4,354.9,766.0,156.5,203.7,240.8,906.2,365.2,861.0,460.0,1002.5,0.0,521.2,300.2,395.7,615.5,954.7,454.3,644.7,712.5,967.1,419.2,259.6,335.7,1035.9,260.5,356.9,336.6,343.1,197.8,592.3,603.4,248.7,405.7,428.0,480.1,241.7,751.4,787.8,1035.3,226.7,500.3,332.2,1089.4,92.4,381.9,262.8,187.0,360.3,364.4,341.8,197.8,670.1,250.8,326.0,482.5,879.2,999.6,907.3,476.7
PW,133.2,288.6,356.7,259.3,728.4,442.9,429.4,534.0,550.7,497.1,455.7,349.5,506.2,491.3,251.5,435.7,453.3,320.0,419.7,357.9,744.4,456.7,312.2,380.0,596.7,549.9,749.6,172.2,634.5,714.0,310.7,162.3,425.4,43.0,532.9,233.3,394.0,410.6,317.0,436.0,462.5,758.2,498.6,259.6,477.5,424.1,142.2,135.9,579.8,434.7,368.7,431.8,212.9,186.7,679.0,568.0,592.5,516.8,478.0,550.3,438.6,519.3,414.5,344.4,695.1,230.3,398.6,1149.5,467.8,436.1,580.9,386.7,158.1,586.0,330.0,398.7,442.2,312.9,516.9,558.3,340.3,513.1,134.6,654.6,368.4,0.0,401.4,153.4,205.6,606.8,128.9,277.4,345.2,729.7,217.0,535.7,156.3,688.0,342.9,448.1,403.5,321.6,527.4,436.9,291.0,492.0,91.8,226.5,134.2,332.9,384.1,420.5,699.4,367.0,310.5,391.3,753.5,438.4,159.4,333.4,446.7,124.8,186.4,232.7,473.9,302.8,371.0,392.3,341.2,531.3,651.7,559.4,151.3
QA,241.8,124.4,355.2,326.2,941.3,339.4,651.7,497.9,784.7,307.9,287.0,313.4,470.1,455.2,182.5,498.9,466.3,144.5,327.7,355.1,941.5,288.0,209.7,217.6,823.4,545.7,954.3,231.4,875.5,979.7,49.9,221.5,452.0,407.1,364.2,469.2,616.3,473.8,540.2,504.0,426.4,956.7,306.7,144.6,548.3,513.5,232.8,422.6,499.1,242.8,263.8,239.9,150.2,471.3,876.1,579.0,849.7,480.7,481.0,539.0,269.9,483.2,306.5,327.7,892.2,324.6,309.2,1403.1,531.0,554.1,814.9,353.1,184.2,812.7,69.2,621.0,238.0,219.0,473.9,792.3,79.5,747.1,316.5,920.3,279.0,358.8,0.0,244.0,489.9,840.8,310.8,494.3,567.5,928.2,281.3,533.2,191.6,953.7,170.5,312.7,142.7,42.8,358.7,448.2,472.9,455.9,264.7,320.0,375.3,141.0,551.4,642.8,896.5,175.1,356.2,130.5,950.6,334.9,224.4,190.5,254.8,220.7,220.3,147.9,471.4,526.0,266.1,131.5,338.4,765.3,917.4,793.4,333.2
QD,96.4,255.7,238.7,82.1,765.4,401.3,487.8,516.0,608.8,491.4,452.5,331.5,488.2,473.3,200.6,317.7,335.3,280.1,406.6,206.0,765.6,453.5,309.0,376.8,647.5,531.9,778.4,229.6,699.6,816.5,277.8,219.7,307.4,172.4,529.7,300.2,435.4,292.6,375.4,522.1,444.5,860.7,495.4,226.7,367.1,478.3,120.6,194.3,561.8,431.5,294.4,428.6,152.9,245.1,700.2,550.0,673.8,498.8,360.0,532.3,435.4,501.3,400.1,257.7,716.3,287.2,395.4,1225.6,349.8,572.2,639.0,358.2,156.7,636.8,297.1,409.5,439.0,309.7,498.9,616.4,307.4,571.2,109.0,757.1,365.2,129.3,343.5,0.0,272.5,664.9,103.3,286.8,403.6,832.2,37.2,517.7,88.9,790.5,339.7,444.9,365.1,288.7,524.2,318.9,265.4,474.0,116.3,91.8,263.6,329.7,442.5,478.9,720.6,363.8,192.5,358.4,774.7,396.8,158.0,330.2,443.5,123.4,71.2,172.7,455.9,361.2,296.7,353.9,189.3,589.4,754.2,617.5,125.7
QI,210.9,409.8,165.0,193.2,579.2,515.8,272.5,630.5,422.6,528.3,502.3,446.0,602.7,587.8,315.1,247.5,274.0,415.9,521.1,183.0,579.4,505.9,423.5,451.4,461.3,646.4,592.2,319.5,513.4,618.5,378.1,309.6,235.0,165.7,568.3,156.2,237.1,222.4,160.1,502.2,559.0,662.7,593.1,386.0,296.9,490.3,235.1,55.0,676.3,538.9,408.9,518.0,301.4,11.8,514.0,664.5,487.6,613.3,281.2,646.8,487.8,615.8,514.6,169.5,530.1,377.1,509.9,1039.4,279.6,502.3,452.8,472.7,246.6,450.6,397.4,241.8,471.8,505.3,613.4,430.2,407.7,385.0,216.9,559.1,479.7,122.6,496.5,246.3,0.0,478.7,211.2,120.5,188.3,634.2,220.5,632.2,203.4,592.5,456.8,540.6,462.3,407.8,562.8,243.8,165.3,588.5,206.2,160.4,256.9,469.2,227.2,263.6,534.4,490.9,122.3,382.3,588.5,511.3,247.9,476.8,568.3,213.3,172.4,321.2,570.4,145.9,411.2,469.1,166.3,403.2,556.2,431.3,183.9
QJ,711.0,886.1,567.9,689.7,145.5,865.9,477.8,879.7,199.6,964.7,925.8,819.6,828.8,860.6,815.2,488.9,488.5,892.2,889.8,539.5,161.7,926.8,782.3,927.7,163.4,945.0,175.1,816.0,80.3,125.3,854.4,806.1,460.6,636.8,1003.0,395.9,442.4,463.8,461.7,773.0,852.2,169.5,950.2,851.1,538.3,776.2,735.2,544.6,812.6,904.8,827.8,901.9,766.5,468.0,145.6,744.8,176.1,836.6,503.2,922.0,908.7,889.8,884.6,669.6,112.4,700.4,868.7,1015.9,521.0,773.1,141.9,856.8,743.1,78.7,873.7,447.1,948.1,783.0,912.0,212.8,884.0,95.4,713.4,65.9,838.5,593.7,852.7,746.4,456.1,0.0,707.7,451.3,393.6,141.0,720.6,930.8,703.5,99.3,813.0,918.2,938.6,884.1,997.5,489.3,559.7,798.9,674.9,656.9,728.0,803.0,414.5,468.9,116.7,837.1,571.7,858.6,170.8,870.4,744.4,803.5,916.8,709.8,672.5,786.3,869.0,408.1,830.1,945.4,556.0,185.8,81.0,208.3,680.4
QQ,149.8,348.6,161.7,86.9,662.0,454.7,313.2,569.4,505.4,539.2,500.3,384.9,541.6,526.7,254.0,253.6,270.7,354.7,460.0,197.7,662.2,501.3,356.8,466.1,544.1,585.3,675.0,231.2,596.2,686.9,345.5,221.3,231.7,192.0,577.5,189.9,291.7,232.2,211.8,575.5,497.9,731.1,543.2,297.7,293.8,531.7,174.0,115.3,615.2,479.3,347.8,476.4,213.1,144.2,596.8,603.4,570.4,552.2,277.9,585.7,483.2,554.7,453.5,184.2,612.9,288.8,443.2,1122.2,278.4,625.6,535.6,411.6,158.3,533.4,364.8,275.0,486.5,440.0,552.3,513.0,375.1,467.8,5.7,627.5,413.0,148.9,436.1,185.2,192.2,561.5,0.0,183.4,276.7,702.6,138.6,571.1,142.3,614.3,466.1,555.3,438.3,351.9,572.0,240.5,162.0,527.4,117.9,54.1,283.2,377.5,262.6,304.3,617.2,411.6,183.5,421.6,671.3,450.2,159.6,378.0,491.3,125.0,111.3,232.9,509.3,246.7,350.1,427.1,213.4,486.0,628.6,514.1,22.3
QZ,277.8,460.2,165.8,260.1,560.4,582.7,200.0,697.4,475.0,592.7,569.2,512.9,624.2,654.7,382.0,227.3,228.7,491.6,591.3,159.1,564.4,572.8,483.8,518.3,423.2,713.3,581.6,386.4,466.5,546.0,445.0,376.5,200.8,214.6,635.2,108.8,164.6,172.5,39.5,568.4,625.9,590.2,670.2,431.2,264.1,556.5,302.0,152.8,685.7,606.3,475.8,584.9,368.3,127.6,566.4,617.9,540.0,632.0,251.6,713.7,554.7,682.7,586.1,236.4,515.1,444.0,570.2,1091.8,259.4,568.5,505.2,558.3,313.5,449.5,464.3,169.3,538.7,484.5,680.3,482.6,474.6,437.4,283.8,486.6,540.0,171.5,563.4,313.2,226.3,463.0,278.1,0.0,115.8,561.7,276.7,699.1,270.3,520.0,523.7,607.5,529.2,474.7,629.7,180.8,102.3,594.3,263.4,227.3,305.8,504.5,154.7,191.1,519.4,538.6,174.4,449.2,573.5,578.2,314.8,543.7,618.3,280.2,239.3,388.1,637.3,73.4,478.1,536.0,153.7,455.6,483.7,483.7,250.8
RC,414.3,596.7,273.6,395.4,497.1,719.2,84.1,786.0,396.1,712.7,689.2,649.4,738.1,769.9,518.5,126.5,143.6,602.8,703.4,241.0,501.1,692.8,595.9,638.3,359.9,854.3,518.3,521.7,403.2,482.7,565.0,511.8,157.5,326.7,754.3,179.5,48.7,123.8,151.6,682.3,762.4,526.9,780.0,561.7,148.2,619.6,438.5,227.6,721.9,725.8,612.3,704.9,477.1,198.3,485.0,654.1,487.4,745.9,150.8,831.3,674.7,719.4,698.2,372.9,451.8,579.3,682.3,1070.0,146.8,682.4,532.2,670.4,448.8,386.2,584.3,68.5,658.7,596.6,821.3,536.8,594.6,491.6,419.1,423.3,652.1,283.6,683.4,449.7,297.0,399.7,413.4,138.7,0.0,498.4,420.1,840.1,406.8,456.7,643.7,727.5,649.2,594.7,749.7,186.2,265.4,708.2,408.4,362.6,417.9,616.6,104.4,75.2,456.1,677.8,277.4,569.2,510.2,714.7,450.1,663.7,755.2,415.5,375.8,496.9,778.3,87.0,614.6,656.0,258.1,509.8,420.4,404.8,384.7
RE,743.5,890.9,674.8,755.4,148.0,882.0,508.0,895.8,324.9,980.8,941.9,835.7,844.9,876.7,757.2,586.2,595.4,847.6,905.9,646.4,125.6,942.9,798.4,866.2,156.3,961.1,177.6,772.0,209.6,127.8,910.7,762.1,567.5,705.9,1019.1,502.8,504.5,570.7,568.6,789.1,868.3,28.5,966.3,856.0,539.0,792.3,767.7,587.6,828.7,920.9,843.9,918.0,857.8,544.4,241.2,760.9,305.4,852.7,620.8,938.1,924.8,905.9,900.7,702.1,171.2,716.5,884.8,970.6,556.3,789.2,271.2,872.9,803.0,199.2,930.0,530.9,928.4,799.1,928.1,342.1,940.3,224.7,749.5,129.2,854.6,682.0,868.8,778.9,532.5,129.2,743.8,558.2,503.3,0.0,753.1,946.9,736.0,162.6,829.1,934.3,877.1,940.4,1013.6,596.2,666.6,815.0,736.7,722.6,797.1,819.1,521.4,499.1,166.7,853.2,678.6,914.9,175.1,886.5,804.3,819.6,932.9,769.7,705.0,877.6,885.1,515.0,846.2,883.9,662.9,315.1,167.9,333.6,716.5
RJ,125.7,285.0,223.5,44.8,758.5,430.6,480.2,545.3,601.9,520.7,481.8,360.8,517.5,502.6,229.9,302.5,320.1,309.4,435.9,195.1,758.7,482.8,338.3,406.1,640.6,561.2,771.5,272.4,692.7,801.3,307.1,262.5,292.2,233.2,559.0,314.5,420.2,277.4,370.6,551.4,473.8,845.5,524.7,256.0,351.9,507.6,149.9,193.8,591.1,460.8,323.7,457.9,182.2,240.3,693.3,579.3,666.9,528.1,344.8,561.6,464.7,530.6,429.4,242.5,709.4,330.0,424.7,1252.7,334.6,601.5,632.1,387.5,199.5,629.9,326.4,394.3,468.3,339.0,528.2,609.5,336.7,564.3,169.8,741.9,394.5,190.1,372.8,161.1,286.8,658.0,164.1,279.9,396.0,817.0,0.0,547.0,118.2,775.3,369.0,474.2,394.4,318.0,553.5,303.7,258.5,503.3,159.1,54.5,324.4,359.0,373.0,471.3,713.7,393.1,177.3,387.7,767.8,426.1,200.8,359.5,472.8,166.2,87.2,202.0,485.2,356.4,326.0,383.2,178.4,582.5,739.0,610.6,118.8
RN,435.6,422.3,573.1,510.1,942.3,209.8,716.8,90.4,764.6,493.0,406.7,258.4,154.8,132.2,294.5,717.3,703.7,389.3,313.5,573.0,946.3,473.1,353.7,421.5,805.1,190.4,963.5,448.7,848.4,927.9,444.4,438.8,739.0,555.8,387.2,575.6,713.3,692.2,683.5,199.0,38.9,861.6,280.5,393.3,747.8,218.4,458.3,582.9,220.3,296.9,403.6,280.8,395.8,541.8,856.0,154.4,829.6,73.2,709.2,63.7,455.0,239.5,247.9,545.6,897.0,393.2,310.4,1308.0,765.1,183.3,794.8,265.1,397.6,831.4,463.7,739.7,333.4,373.2,157.4,772.2,474.0,727.0,533.8,868.5,280.2,577.1,452.7,469.5,529.9,820.7,528.1,643.9,672.0,833.1,493.0,0.0,409.5,901.9,415.0,489.6,474.3,455.3,381.7,666.1,677.2,133.4,479.5,501.8,549.5,374.4,692.9,707.9,901.3,378.2,574.1,525.0,955.4,214.3,455.7,414.3,371.9,434.1,438.2,415.6,114.4,686.5,405.9,463.1,556.3,745.2,865.6,773.3,550.5
RU,26.0,166.7,163.5,100.5,749.6,312.3,460.9,427.0,593.0,402.4,363.5,242.5,399.2,384.3,111.6,307.7,294.1,191.1,317.6,163.4,749.8,364.5,220.0,287.8,631.7,442.9,762.6,178.5,683.8,774.5,188.8,168.6,285.2,173.1,440.7,277.5,416.7,282.6,348.5,433.1,355.5,818.7,406.4,137.7,357.1,389.3,50.2,222.5,472.8,342.5,205.4,339.6,63.9,264.3,684.4,461.0,658.0,409.8,299.6,443.3,346.4,412.3,311.1,136.0,700.5,239.5,306.4,1209.8,339.8,483.2,623.2,269.2,125.1,621.0,208.1,430.2,350.0,220.7,409.9,600.6,218.4,555.4,137.2,715.1,276.2,157.5,254.5,61.4,300.7,649.1,131.5,308.9,376.7,790.2,83.4,428.7,0.0,701.9,250.7,355.9,276.1,199.7,435.2,256.5,267.6,385.0,69.9,92.2,259.3,240.7,415.6,452.0,704.8,274.8,164.5,269.4,758.9,307.8,108.4,241.2,354.5,104.8,28.6,83.7,366.9,334.3,207.7,264.9,146.7,573.6,724.9,601.7,153.9
RV,641.3,840.2,569.8,623.6,238.1,867.8,479.7,881.6,201.3,969.1,927.7,821.5,830.7,862.5,745.5,490.8,490.4,846.3,891.7,539.6,242.1,928.7,784.2,881.8,88.4,946.9,259.3,749.9,144.2,223.7,808.5,740.0,462.5,596.1,1004.9,397.8,444.3,465.7,463.6,774.9,854.1,267.9,952.1,816.4,540.2,778.1,665.5,489.5,814.5,906.7,839.3,903.8,731.8,442.2,226.0,746.7,194.3,842.6,505.1,923.9,910.6,891.7,886.5,599.9,192.8,702.3,870.6,1096.3,522.9,775.0,273.2,858.7,677.0,126.1,827.8,449.0,902.2,784.9,913.9,289.9,838.1,238.3,647.3,164.3,840.4,553.0,854.6,676.7,430.3,140.7,641.6,453.2,395.5,239.4,650.9,932.7,633.8,0.0,814.9,971.0,892.7,838.2,999.4,491.2,561.6,800.8,636.6,590.8,687.3,804.9,416.4,470.8,197.1,840.4,573.6,812.7,251.2,872.3,678.3,805.4,918.7,643.7,602.8,751.6,870.9,410.0,841.6,899.5,556.7,262.9,161.4,210.0,612.9
