from_stop,AC,AF,AI,AJ,AK,AQ,AR,AX,AY,BC,BJ,BK,BP,BW,BZ,CG,CI,CN,CV,CZ,DF,DH,DL,DR,DS,DT,DV,DW,DY,DZ,EB,ED,EU,EW,FB,FF,FG,FJ,GE,GN,GT,HK,HO,HU,HV,HW,IF,IP,IR,IS,IW,IY,JG,JL,JN,JS,JY,KC,KF,KG,KI,KO,KT,KV,KX,KY,KZ,LB,LI,LM,LN,LP,LV,ME,MI,MK,MO,MQ,NA,NJ,NO,NQ,NY,OL,ON,OS,OY,PF,PK,PL,PN,PO,PP,PS,PT,QA,QF,QH,QM,QR,QU,QZ,RD,RK,RQ,RV,RY,SA,SC,SE,SH,SI,SJ,SM,SP,SW,SY,TB,TC,TG,TI,TL,TU,UG,UI,UJ,UL,UN,UP,UX,VR,VT,VY,WA,WF,WG,WZ,XD,XF,XH,XJ,XZ,YC,YQ,YR,ZF,ZJ,ZO,ZQ,ZR,ZV
KX,200.6,564.5,521.7,320.7,757.9,139.5,503.7,344.0,232.8,650.8,533.4,513.3,654.6,426.2,781.4,330.7,200.3,150.0,671.2,132.3,219.5,769.6,677.4,478.2,77.5,200.9,61.2,158.8,519.9,224.2,697.4,531.0,110.0,248.3,677.4,797.1,447.2,455.7,212.1,207.1,25.8,627.6,152.0,536.9,172.8,717.0,377.1,342.5,257.8,721.3,279.9,158.3,117.4,711.4,233.9,489.0,134.4,739.5,149.5,501.7,791.5,645.5,505.6,755.6,0.0,197.7,254.7,571.2,509.8,725.7,192.6,644.9,714.0,108.1,252.1,217.6,688.8,27.6,188.5,210.1,803.8,376.2,707.3,422.8,118.3,176.2,131.6,217.6,192.5,184.7,196.2,767.6,537.9,184.6,262.3,380.9,772.7,109.3,671.3,542.1,899.1,182.6,187.5,681.5,670.3,173.6,608.9,93.3,803.0,740.2,234.1,134.0,203.7,903.1,731.0,114.1,220.8,414.5,656.0,595.6,651.8,198.7,702.5,760.5,872.9,336.0,110.0,774.4,519.9,535.8,145.2,697.2,372.2,430.0,616.4,269.4,149.1,208.8,589.9,112.6,247.0,611.6,255.4,806.4,670.3,505.0,514.6,790.2,710.9,529.0,681.5
KY,447.4,754.6,711.8,357.4,948.0,244.1,693.8,399.7,252.4,840.9,723.5,703.4,844.7,616.3,971.5,520.8,423.7,254.6,861.3,379.1,466.3,1031.5,867.5,668.3,324.3,449.2,308.0,382.2,384.5,471.0,887.5,777.8,333.4,471.7,867.5,987.2,637.3,645.8,458.9,226.7,269.2,817.7,398.8,727.0,419.6,907.1,567.2,532.6,447.9,911.4,526.7,177.9,98.7,901.5,338.5,679.1,154.0,929.6,65.6,691.8,981.6,835.6,752.4,945.7,246.7,0.0,274.3,761.3,756.6,915.8,416.0,835.0,904.1,108.0,356.7,464.4,935.6,274.4,293.1,314.7,993.9,566.3,897.4,612.9,137.9,423.0,355.0,464.4,171.9,117.4,169.9,957.7,784.7,408.0,509.1,571.0,962.8,356.1,861.4,732.2,1089.2,47.2,177.5,928.3,917.1,420.4,799.0,340.1,993.1,930.3,98.7,380.8,450.5,1093.2,921.1,360.9,467.6,604.6,846.1,785.7,898.6,445.5,892.6,950.6,1063.0,391.7,333.4,964.5,710.0,725.9,392.0,887.3,619.0,620.1,806.5,344.0,372.5,313.4,780.0,103.5,493.8,893.9,360.0,996.5,860.4,695.1,704.7,980.3,901.0,775.8,871.6
KZ,514.8,822.0,779.2,107.4,1015.4,311.5,761.2,130.7,28.1,908.3,790.9,770.8,912.1,683.7,1038.9,588.2,491.1,322.0,928.7,446.5,533.7,1098.9,934.9,735.7,391.7,515.1,375.4,449.6,446.3,538.4,954.9,845.2,400.8,539.1,934.9,1054.6,704.7,713.2,526.3,82.6,336.6,885.1,466.2,794.4,487.0,974.5,634.6,600.0,515.3,978.8,594.1,129.4,184.4,968.9,405.9,746.5,120.2,997.0,216.5,759.2,1049.0,903.0,819.8,1013.1,314.1,264.7,0.0,828.7,824.0,983.2,483.4,902.4,971.5,175.1,424.1,531.8,1003.0,341.8,360.5,382.1,1061.3,633.7,964.8,680.3,139.8,490.4,422.4,531.8,259.5,251.7,186.7,1025.1,852.1,475.4,576.5,638.4,1030.2,423.5,928.8,799.6,1156.6,249.6,155.4,995.7,984.5,487.8,866.4,409.5,1060.5,997.7,301.1,448.2,517.9,1160.6,988.5,428.3,535.0,672.0,913.5,853.1,966.0,512.9,960.0,1018.0,1130.4,122.7,400.8,1031.9,777.4,793.3,459.4,954.7,686.4,687.5,873.9,65.2,439.9,380.8,847.4,179.6,561.2,961.3,427.4,1063.9,927.8,762.5,772.1,1047.7,968.4,843.2,939.0
LB,870.9,295.3,335.5,848.8,236.3,667.6,385.1,872.1,760.9,129.2,54.5,208.0,385.4,148.1,512.2,248.5,847.2,678.1,149.6,802.6,889.8,572.2,155.8,204.0,747.8,872.7,731.5,805.7,1048.0,894.5,175.8,532.3,756.9,895.2,408.2,275.5,286.6,251.3,774.7,735.2,692.7,358.4,822.3,327.8,843.1,195.4,242.1,236.8,651.9,452.1,950.2,686.4,645.5,442.2,762.0,370.4,662.5,217.9,677.6,341.1,522.3,376.3,485.9,486.4,670.2,725.8,782.8,0.0,553.0,204.1,839.5,375.7,192.4,636.2,780.2,887.9,605.3,697.9,716.6,738.2,534.6,203.1,185.7,236.6,646.4,846.5,778.5,769.1,720.6,712.8,724.3,498.4,568.7,831.5,932.6,262.3,503.5,779.6,149.7,46.3,377.5,710.7,715.6,582.6,586.8,843.9,87.3,763.6,533.8,218.6,762.2,804.3,874.0,381.5,461.8,784.4,891.1,253.9,134.4,74.0,627.5,869.0,433.3,238.9,351.3,864.1,756.9,252.8,293.0,375.2,815.5,175.6,835.5,269.4,94.8,797.5,796.0,736.9,81.0,640.7,868.9,528.1,783.5,537.2,148.7,318.8,396.0,268.6,441.7,519.2,412.3
LI,499.6,375.6,580.9,809.3,746.3,628.1,417.7,832.6,721.4,639.2,521.8,322.6,204.0,461.9,239.4,503.9,698.9,638.6,659.6,520.7,655.3,259.7,665.8,513.9,418.8,433.1,435.1,657.4,1008.5,456.4,685.8,21.1,608.6,746.9,152.6,785.5,550.0,352.6,284.7,695.7,524.4,438.7,486.2,320.0,435.0,705.4,479.9,490.8,434.4,268.0,715.7,646.9,606.0,186.6,722.5,403.0,623.0,727.9,638.1,505.8,266.7,456.6,106.7,230.8,498.5,686.3,743.3,559.6,0.0,714.1,691.2,194.3,702.4,596.7,740.7,429.8,178.9,469.0,677.1,698.7,261.8,479.0,695.7,386.9,606.9,475.2,630.2,279.1,681.1,673.3,684.8,242.8,139.0,681.1,598.8,411.9,247.9,502.3,659.7,530.5,887.5,671.2,674.7,171.6,160.4,405.8,597.3,458.1,283.2,728.6,722.7,364.2,560.5,891.5,206.2,507.1,519.8,517.3,644.4,584.0,141.9,430.9,177.7,748.9,861.3,824.6,608.6,762.8,394.3,486.2,476.5,683.9,293.2,532.8,604.8,753.1,647.7,697.4,578.3,601.2,376.9,101.7,744.0,281.6,658.7,564.2,428.6,778.6,238.2,130.1,230.9
LM,1026.8,451.2,491.4,1004.7,358.0,823.5,541.0,1028.0,916.8,110.3,210.4,363.9,541.3,304.0,668.1,404.4,1003.1,834.0,271.3,958.5,1045.7,728.1,277.5,359.9,903.7,1027.1,887.4,961.6,1203.9,1050.4,55.8,688.2,912.8,1051.1,564.1,71.3,442.5,407.2,930.6,891.1,848.6,514.3,978.2,483.7,999.0,8.1,398.0,392.7,807.8,608.0,1106.1,842.3,801.4,598.1,917.9,526.3,818.4,166.8,833.5,497.0,678.2,532.2,641.8,642.3,826.1,881.7,938.7,225.5,708.9,0.0,995.4,531.6,72.4,792.1,936.1,1043.8,761.2,853.8,872.5,894.1,690.5,359.0,279.6,392.5,802.3,1002.4,934.4,925.0,876.5,868.7,880.2,654.3,724.6,987.4,1088.5,418.2,659.4,935.5,98.6,202.2,173.3,866.6,871.5,738.5,742.7,999.8,206.5,921.5,689.7,340.3,918.1,960.2,1029.9,177.3,617.7,940.3,1047.0,409.8,68.5,195.7,783.4,1024.9,589.2,360.6,147.1,1020.0,912.8,272.5,448.9,531.1,971.4,195.3,991.4,425.3,150.6,953.4,951.9,892.8,236.9,796.6,1024.8,684.0,939.4,693.1,54.4,474.7,551.9,64.4,597.6,675.1,568.2
LN,373.9,734.4,691.6,490.6,927.8,216.0,673.6,513.9,402.7,820.7,703.3,683.2,824.5,596.1,951.3,500.6,197.6,174.1,841.1,305.6,392.8,942.9,847.3,648.1,250.8,374.2,234.5,132.8,689.8,397.5,867.3,704.3,107.3,108.7,847.3,967.0,617.1,625.6,385.4,377.0,177.7,797.5,325.3,706.8,346.1,886.9,547.0,512.4,427.7,891.2,453.2,328.2,287.3,881.3,280.5,658.9,304.3,909.4,319.4,671.6,961.4,815.4,678.9,925.5,173.2,367.6,424.6,741.1,683.1,895.6,0.0,814.8,883.9,278.0,322.7,390.9,862.1,200.9,235.1,280.7,973.7,546.1,877.2,592.7,288.2,349.5,116.3,390.9,362.4,354.6,366.1,937.5,711.2,123.9,435.6,550.8,942.6,282.6,841.2,712.0,1069.0,352.5,357.4,854.8,843.6,346.9,778.8,266.6,972.9,910.1,404.0,307.3,377.0,1073.0,900.9,287.4,394.1,584.4,825.9,765.5,825.1,372.0,872.4,930.4,1042.8,505.9,73.9,944.3,689.8,705.7,318.5,867.1,545.5,599.9,786.3,439.3,97.7,279.4,759.8,282.5,420.3,784.9,302.0,976.3,840.2,674.9,684.5,960.1,880.8,702.3,851.4
LP,699.6,223.9,351.8,1009.3,594.6,828.1,491.0,1032.6,921.4,487.5,370.1,170.9,9.6,310.2,159.1,352.2,898.9,838.6,507.9,720.7,855.3,219.1,514.1,362.2,618.8,633.1,635.1,857.4,1208.5,656.4,534.1,179.2,808.6,946.9,55.1,633.8,355.2,200.9,484.7,895.7,724.4,287.0,686.2,168.3,635.0,553.7,345.8,340.5,634.4,76.3,915.7,846.9,806.0,89.1,922.5,476.3,823.0,576.2,838.1,359.6,169.2,304.9,306.7,133.3,698.5,886.3,943.3,407.9,199.9,562.4,891.2,0.0,550.7,796.7,940.7,629.8,252.2,669.0,877.1,898.7,175.7,306.8,544.0,235.2,806.9,675.2,830.2,479.1,881.1,873.3,884.8,145.3,339.0,883.2,798.8,485.2,144.9,702.3,508.0,378.8,735.8,871.2,876.1,229.5,233.7,605.8,445.6,658.1,158.0,576.9,922.7,564.2,760.5,739.8,108.7,707.1,719.8,385.0,492.7,432.3,274.4,630.9,80.2,597.2,709.6,1024.6,808.6,611.1,242.6,393.7,676.5,533.9,493.2,370.9,453.1,958.0,847.7,897.4,426.6,801.2,578.9,175.0,944.0,177.7,507.0,335.1,501.9,626.9,65.9,330.1,36.5
LV,1008.5,432.9,473.1,986.4,339.7,805.2,522.7,1009.7,898.5,92.0,192.1,345.6,523.0,285.7,649.8,386.1,984.8,815.7,253.0,940.2,1027.4,709.8,259.2,341.6,885.4,1008.8,869.1,943.3,1185.6,1032.1,18.5,669.9,894.5,1032.8,545.8,157.2,424.2,388.9,912.3,872.8,830.3,496.0,959.9,465.4,980.7,77.1,379.7,374.4,789.5,589.7,1087.8,824.0,783.1,579.8,899.6,508.0,800.1,148.5,815.2,478.7,659.9,513.9,623.5,624.0,807.8,863.4,920.4,207.2,690.6,85.8,977.1,513.3,0.0,773.8,917.8,1025.5,742.9,835.5,854.2,875.8,672.2,340.7,261.3,374.2,784.0,984.1,916.1,906.7,858.2,850.4,861.9,636.0,706.3,969.1,1070.2,399.9,641.1,917.2,80.3,183.9,259.2,848.3,853.2,720.2,724.4,981.5,188.2,901.2,671.4,322.0,899.8,941.9,1011.6,263.2,599.4,922.0,1028.7,391.5,50.2,177.4,765.1,1006.6,570.9,342.3,233.0,1001.7,894.5,254.2,430.6,512.8,953.1,177.0,973.1,407.0,132.3,935.1,933.6,874.5,218.6,778.3,1006.5,665.7,921.1,674.8,36.1,456.4,533.6,150.3,579.3,656.8,549.9
ME,339.3,646.5,603.7,266.9,839.9,136.0,585.7,290.2,179.0,732.8,615.4,595.3,736.6,508.2,863.4,412.7,315.6,146.5,753.2,271.0,358.2,923.4,759.4,560.2,216.2,339.6,199.9,274.1,411.7,362.9,779.4,669.7,225.3,368.6,759.4,879.1,529.2,537.7,350.8,153.3,161.1,709.6,290.7,618.9,311.5,799.0,459.1,424.5,339.8,803.3,418.6,104.5,9.2,793.4,230.4,571.0,80.6,821.5,41.3,583.7,873.5,727.5,644.3,837.6,138.6,89.5,200.9,653.2,648.5,807.7,307.9,726.9,796.0,0.0,248.6,356.3,827.5,166.3,185.0,206.6,885.8,458.2,789.3,504.8,63.7,314.9,246.9,356.3,84.3,76.5,88.0,849.6,676.6,297.8,401.0,462.9,854.7,248.0,753.3,624.1,981.1,74.4,80.1,820.2,809.0,312.3,690.9,232.0,885.0,822.2,125.9,272.7,342.4,985.1,813.0,252.8,359.5,496.5,738.0,677.6,790.5,337.4,784.5,842.5,954.9,282.2,225.3,856.4,601.9,617.8,283.9,777.5,510.9,512.0,698.4,210.7,264.4,205.3,671.9,4.4,385.7,785.8,251.9,888.4,752.3,587.0,596.6,872.2,792.9,667.7,763.5
MI,450.6,708.8,666.0,514.0,902.2,125.3,648.0,537.3,426.1,795.1,677.7,657.6,798.9,570.5,925.7,475.0,359.7,148.3,815.5,382.3,469.5,985.7,821.7,622.5,327.5,450.9,311.2,318.2,713.2,474.2,841.7,781.0,269.4,380.1,821.7,941.4,591.5,600.0,462.1,400.4,272.4,771.9,402.0,681.2,422.8,861.3,521.4,486.8,402.1,865.6,529.9,351.6,310.7,855.7,78.0,633.3,327.7,883.8,342.8,646.0,935.8,789.8,755.6,899.9,249.9,391.0,448.0,715.5,759.8,870.0,319.4,789.2,858.3,301.4,0.0,467.6,947.6,277.6,121.1,100.0,948.1,520.5,851.6,567.1,311.6,426.2,206.2,467.6,385.8,378.0,389.5,911.9,787.9,341.9,512.3,525.2,917.0,359.3,815.6,686.4,1043.4,375.9,379.4,940.3,929.1,423.6,753.2,345.3,947.3,884.5,427.4,384.0,453.7,1047.4,875.3,364.1,470.8,558.8,800.3,739.9,901.8,448.7,846.8,904.8,1017.2,529.3,236.8,918.7,664.2,680.1,395.2,841.5,585.7,574.3,760.7,457.8,275.9,49.9,734.2,305.9,497.0,848.1,133.2,950.7,814.6,649.3,658.9,934.5,855.2,779.0,825.8
MK,211.1,774.6,731.8,530.8,968.0,349.6,713.8,554.1,442.9,860.9,743.5,723.4,657.6,636.3,693.0,540.8,410.4,360.1,881.3,232.2,366.8,713.3,887.5,688.3,130.3,128.1,146.6,368.9,730.0,149.9,907.5,474.7,320.1,458.4,606.2,1007.2,657.3,665.8,155.8,417.2,235.9,837.7,193.7,747.0,146.5,927.1,587.2,552.6,467.9,721.6,427.2,368.4,327.5,640.2,444.0,699.1,344.5,949.6,359.6,711.8,720.3,855.6,449.3,684.4,210.0,407.8,464.8,781.3,453.5,935.8,402.7,647.9,924.1,318.2,462.2,0.0,632.5,180.5,398.6,420.2,715.4,586.3,917.4,632.9,328.4,186.7,341.7,161.3,402.6,394.8,406.3,696.4,481.6,394.7,310.3,591.0,701.5,213.8,881.4,752.2,1109.2,392.7,397.6,625.2,614.0,99.3,819.0,169.6,736.8,950.3,444.2,75.7,272.0,1113.2,659.8,218.6,231.3,624.6,866.1,805.7,595.5,124.4,631.3,970.6,1083.0,546.1,320.1,984.5,730.0,745.9,188.0,907.3,315.9,640.1,826.5,479.5,359.2,418.9,800.0,322.7,69.0,555.3,465.5,735.2,880.4,715.1,724.7,1000.3,691.8,472.7,684.5
MO,672.9,442.2,554.5,982.6,812.9,801.4,391.3,1005.9,894.7,705.8,588.4,389.2,270.6,502.6,122.8,498.9,872.2,811.9,726.2,694.0,828.6,143.1,732.4,554.6,592.1,606.4,608.4,830.7,1181.8,629.7,752.4,152.5,781.9,920.2,218.8,852.1,523.6,419.2,458.0,869.0,697.7,505.3,659.5,386.6,608.3,772.0,453.5,485.8,607.7,303.5,889.0,820.2,779.3,184.8,895.8,376.6,796.3,794.5,811.4,479.4,150.9,523.2,280.0,140.1,671.8,859.6,916.6,626.2,173.2,780.7,864.5,260.9,769.0,770.0,914.0,603.1,0.0,642.3,850.4,872.0,145.2,452.6,762.3,453.5,780.2,648.5,803.5,452.4,854.4,846.6,858.1,127.9,312.3,854.4,772.1,385.5,201.6,675.6,726.3,597.1,954.1,844.5,848.0,73.9,13.2,579.1,663.9,633.4,166.6,795.2,896.0,537.5,733.8,958.1,165.2,680.4,693.1,490.9,711.0,650.6,247.7,604.2,193.7,815.5,927.9,997.9,781.9,829.4,460.9,459.8,649.8,752.2,466.5,506.4,671.4,931.3,821.0,870.7,644.9,774.5,552.2,75.3,917.3,235.3,725.3,537.8,402.2,845.2,266.1,303.4,267.0
MQ,172.9,594.0,551.2,350.2,787.4,169.0,533.2,373.5,262.3,680.3,562.9,542.8,684.1,455.7,721.6,360.2,229.8,179.5,700.7,104.6,186.2,741.9,706.9,507.7,49.8,173.2,33.5,188.3,549.4,196.5,726.9,503.3,139.5,282.8,634.8,826.6,476.7,485.2,184.4,236.6,55.3,657.1,124.3,566.4,145.1,746.5,406.6,372.4,287.3,750.8,246.6,187.8,146.9,668.8,263.4,518.5,163.9,769.0,179.0,531.2,748.9,675.0,477.9,713.0,29.4,227.2,284.2,600.7,482.1,755.2,222.1,674.4,743.5,137.6,281.6,189.9,661.1,0.0,218.0,239.6,744.0,405.7,736.8,452.3,147.8,148.5,161.1,189.9,222.0,214.2,225.7,725.0,510.2,212.0,234.6,410.4,730.1,81.6,700.8,571.6,928.6,212.1,217.0,653.8,642.6,145.9,638.4,65.6,765.4,769.7,263.6,106.3,176.0,932.6,688.4,86.4,193.1,444.0,685.5,625.1,624.1,171.0,659.9,790.0,902.4,365.5,139.5,803.9,549.4,565.3,117.5,725.0,344.5,459.5,645.9,298.9,178.6,238.3,619.4,142.1,217.3,583.9,284.9,763.8,699.8,534.5,544.1,819.7,740.4,501.3,711.0
NA,347.4,654.6,611.8,410.8,848.0,80.7,593.8,434.1,322.9,740.9,623.5,603.4,744.7,516.3,871.5,420.8,262.6,51.2,761.3,279.1,366.3,931.5,767.5,568.3,224.3,347.7,208.0,221.1,610.0,371.0,787.5,677.8,172.3,283.0,767.5,887.2,537.3,545.8,358.9,297.2,169.2,717.7,298.8,627.0,319.6,807.1,467.2,432.6,347.9,811.4,426.7,248.4,207.5,801.5,45.3,579.1,224.5,829.6,239.6,591.8,881.6,735.6,652.4,845.7,146.7,287.8,344.8,661.3,656.6,815.8,222.3,735.0,804.1,198.2,112.2,364.4,835.6,174.4,0.0,52.2,893.9,466.3,797.4,512.9,208.4,323.0,109.1,364.4,282.6,274.8,286.3,857.7,684.7,244.8,409.1,471.0,862.8,256.1,761.4,632.2,989.2,272.7,276.2,828.3,817.1,320.4,699.0,240.1,893.1,830.3,324.2,280.8,350.5,993.2,821.1,260.9,367.6,504.6,746.1,685.7,798.6,345.5,792.6,850.6,963.0,426.1,139.7,864.5,610.0,625.9,292.0,785.6,519.0,520.1,706.5,354.6,178.8,63.4,680.0,202.7,393.8,793.9,66.8,896.5,760.4,595.1,604.7,880.3,801.0,675.8,771.6
NJ,377.6,694.4,651.6,441.0,887.8,82.1,633.6,464.3,353.1,780.7,663.3,643.2,784.5,556.1,911.3,460.6,316.5,105.1,801.1,309.3,396.5,971.3,807.3,608.1,254.5,377.9,238.2,275.0,640.2,401.2,827.3,708.0,226.2,331.9,807.3,927.0,577.1,585.6,389.1,327.4,199.4,757.5,329.0,666.8,349.8,846.9,507.0,472.4,387.7,851.2,456.9,278.6,237.7,841.3,63.6,618.9,254.7,869.4,269.8,631.6,921.4,775.4,682.6,885.5,176.9,318.0,375.0,701.1,686.8,855.6,276.2,774.8,843.9,228.4,78.8,394.6,933.2,204.6,59.9,0.0,933.7,506.1,837.2,552.7,238.6,353.2,163.0,394.6,312.8,305.0,316.5,897.5,714.9,300.8,439.3,510.8,902.6,286.3,801.2,672.0,1029.0,302.9,307.8,925.9,914.7,350.6,738.8,272.3,932.9,870.1,354.4,311.0,380.7,1033.0,860.9,291.1,397.8,544.4,785.9,725.5,828.8,375.7,832.4,890.4,1002.8,456.3,193.6,904.3,649.8,665.7,322.2,827.1,571.3,559.9,746.3,389.7,232.7,35.5,719.8,232.9,424.0,833.7,98.5,936.3,800.2,634.9,644.5,920.1,840.8,706.0,811.4
NO,769.5,392.4,520.3,1079.2,763.1,898.0,487.9,1102.5,991.3,656.0,538.6,339.4,176.7,478.7,20.8,520.7,968.8,908.5,676.4,790.6,925.2,80.5,682.6,530.7,688.7,704.5,705.0,927.3,1278.4,726.3,702.6,249.1,878.5,1016.8,136.5,802.3,523.7,369.4,554.6,965.6,794.3,455.5,756.1,336.8,704.9,722.2,550.1,507.6,704.3,186.3,985.6,916.8,875.9,102.5,992.4,473.2,892.9,744.7,908.0,576.0,48.6,473.4,376.6,57.8,768.4,956.2,1013.2,576.4,269.8,730.9,961.1,186.4,719.2,866.6,1010.6,699.7,140.2,738.9,947.0,968.6,0.0,549.2,712.5,403.7,876.8,745.1,900.1,549.0,951.0,943.2,954.7,45.6,408.9,951.0,868.7,482.1,95.3,772.2,676.5,547.3,904.3,941.1,944.6,90.9,153.5,675.7,614.1,728.0,21.3,745.4,992.6,634.1,830.4,908.3,82.9,777.0,789.7,587.5,661.2,600.8,344.3,700.8,111.4,765.7,878.1,1094.5,878.5,779.6,411.1,556.4,746.4,700.7,563.1,603.0,621.6,1027.9,917.6,967.3,595.1,871.1,648.8,171.9,1013.9,128.1,675.5,503.6,498.8,795.4,120.8,400.0,149.8
NQ,667.7,188.2,145.4,645.6,381.6,464.4,181.9,668.9,557.7,274.5,157.1,137.0,278.3,49.9,405.1,45.3,644.0,474.9,294.9,599.4,686.6,465.1,301.1,101.9,544.6,668.0,528.3,602.5,844.8,691.3,321.1,425.2,553.7,697.0,301.1,420.8,83.4,79.4,641.8,532.0,489.5,251.3,619.1,160.6,639.9,340.7,38.9,32.2,448.7,345.0,747.0,483.2,442.3,335.1,558.8,167.2,459.3,363.2,474.4,153.2,415.2,269.2,447.9,379.3,467.0,522.6,579.6,194.9,445.9,349.4,636.3,268.6,337.7,433.0,577.0,684.7,498.2,494.7,513.4,535.0,427.5,0.0,331.0,46.5,443.2,643.3,575.3,636.2,517.4,509.6,521.1,391.3,530.7,626.2,729.4,59.1,396.4,576.4,295.0,165.8,522.8,507.5,512.4,475.5,479.7,640.7,232.6,560.4,426.7,363.9,559.0,601.1,670.8,526.8,354.7,581.2,687.9,50.7,279.7,219.3,520.4,665.8,326.2,384.2,496.6,660.9,553.7,398.1,143.6,187.3,612.3,320.9,632.3,66.2,240.1,594.3,592.8,533.7,213.6,437.5,712.1,421.0,580.3,430.1,294.0,128.7,192.8,413.9,334.6,481.2,305.2
NY,975.5,399.9,440.1,953.4,306.7,772.2,489.7,976.7,865.5,151.8,159.1,312.6,490.0,252.7,616.8,353.1,951.8,782.7,220.0,907.2,994.4,676.8,226.2,308.6,852.4,977.3,836.1,910.3,1152.6,999.1,198.4,636.9,861.5,1004.8,512.8,298.1,391.2,355.9,879.3,839.8,797.3,463.0,926.9,432.4,947.7,218.0,346.7,340.0,756.5,556.7,1054.8,791.0,750.1,546.8,866.6,475.0,767.1,240.5,782.2,445.7,626.9,480.9,590.5,591.0,774.8,830.4,887.4,174.2,657.6,226.7,944.1,480.3,215.0,740.8,884.8,992.5,709.9,802.5,821.2,842.8,639.2,307.7,0.0,341.2,751.0,951.1,883.1,873.7,825.2,817.4,828.9,603.0,673.3,934.0,1037.2,366.9,608.1,884.2,172.3,150.9,400.1,815.3,818.8,687.2,691.4,948.5,155.2,868.2,638.4,289.0,866.8,908.9,978.6,404.1,566.4,889.0,995.7,358.5,157.0,144.4,732.1,973.6,537.9,309.3,373.9,968.7,861.5,275.4,397.6,479.8,920.1,196.5,940.1,374.0,117.4,897.2,900.6,841.5,185.6,745.3,971.5,632.7,888.1,641.8,171.3,423.4,500.6,291.2,546.3,623.8,516.9
OL,739.3,141.6,116.5,717.2,406.6,536.0,202.4,740.5,629.3,299.5,182.1,90.4,231.7,74.9,358.5,116.9,715.6,546.5,319.9,671.0,758.2,418.5,326.1,126.9,616.2,739.6,599.9,674.1,916.4,762.9,346.1,378.6,625.3,763.6,254.5,445.8,119.9,32.8,684.1,603.6,561.1,204.7,690.7,114.0,711.5,365.7,110.5,105.2,520.3,298.4,818.6,554.8,513.9,288.5,630.4,227.1,530.9,388.2,546.0,124.3,368.6,222.6,401.3,332.7,538.6,594.2,651.2,219.9,399.3,374.4,707.9,222.0,362.7,504.6,648.6,756.3,451.6,566.3,585.0,606.6,380.9,71.5,356.0,0.0,514.8,714.9,646.9,678.5,589.0,581.2,592.7,344.7,484.1,699.9,801.0,130.7,349.8,648.0,320.0,190.8,547.8,579.1,584.0,428.9,433.1,712.3,257.6,632.0,380.1,388.9,630.6,672.7,742.4,551.8,308.1,652.8,759.5,149.7,304.7,244.3,473.8,737.4,279.6,409.2,521.6,732.5,625.3,423.1,97.0,158.4,683.9,345.9,692.6,135.6,265.1,665.9,664.4,605.3,238.6,509.1,778.3,374.4,651.9,383.5,319.0,99.8,228.0,438.9,288.0,434.6,258.6
ON,374.9,682.1,639.3,202.3,875.5,171.6,621.3,225.6,114.4,768.4,651.0,630.9,772.2,543.8,899.0,448.3,351.2,182.1,788.8,306.6,393.8,959.0,795.0,595.8,251.8,376.7,235.5,309.7,447.0,398.5,815.0,705.3,260.9,399.2,795.0,914.7,564.8,573.3,386.4,88.7,196.7,745.2,326.3,654.5,347.1,834.6,494.7,460.1,375.4,838.9,454.2,39.9,44.5,829.0,266.0,606.6,16.0,857.1,76.6,619.3,909.1,763.1,679.9,873.2,174.2,124.8,136.3,688.8,684.1,843.3,343.5,762.5,831.6,35.2,284.2,391.9,863.1,201.9,220.6,242.2,921.4,493.8,824.9,540.4,0.0,350.5,282.5,391.9,119.6,111.8,84.4,885.2,712.2,335.5,436.6,498.5,890.3,283.6,788.9,659.7,1016.7,109.7,69.1,855.8,844.6,347.9,726.5,267.6,920.6,857.8,161.2,308.3,378.0,1020.7,848.6,288.4,395.1,532.1,773.6,713.2,826.1,373.0,820.1,878.1,990.5,217.6,260.9,892.0,637.5,653.4,319.5,814.8,546.5,547.6,734.0,151.0,300.0,240.9,707.5,39.7,421.3,821.4,287.5,924.0,787.9,622.6,632.2,907.8,828.5,703.3,799.1
OS,24.4,747.6,704.8,503.8,941.0,322.6,686.8,527.1,415.9,833.9,716.5,696.4,717.4,609.3,752.8,513.8,383.4,333.1,854.3,94.2,296.7,773.1,860.5,661.3,103.3,204.4,119.6,341.9,703.0,227.7,880.5,534.5,293.1,436.4,666.0,980.2,630.3,638.8,215.6,390.2,208.9,810.7,191.8,720.0,176.3,900.1,560.2,525.6,440.9,781.4,357.1,341.4,300.5,700.0,417.0,672.1,317.5,922.6,332.6,684.8,780.1,828.6,509.1,744.2,183.0,380.8,437.8,754.3,513.3,908.8,375.7,707.7,897.1,291.2,435.2,221.1,692.3,153.5,371.6,393.2,775.2,559.3,890.4,605.9,301.4,0.0,314.7,221.1,375.6,367.8,379.3,756.2,541.4,365.6,125.9,564.0,761.3,121.6,854.4,725.2,1082.2,365.7,369.2,685.0,673.8,177.1,792.0,144.6,796.6,923.3,417.2,137.5,117.4,1086.2,719.6,126.4,76.7,597.6,839.1,778.7,655.3,202.2,691.1,943.6,1056.0,519.1,293.1,957.5,703.0,718.9,50.0,880.3,375.7,613.1,799.5,452.5,332.2,391.9,773.0,295.7,248.5,615.1,438.5,795.0,853.4,688.1,697.7,973.3,751.6,532.5,744.3
